index	R_nought_1	R_nought_2	tr_11	tr_22	tr_12	tr_21	removal_rate	sampling_proba	infectious_time	tree_size	proportion_t22_t11	fraction_1
28	3.563	10.147	1.835	5.226	0.005	0	0.515	1	1.94	486	2.848	1
29	2.097	3.276	0.277	0.432	0.005	0	0.132	1	7.548	498	1.562	1
30	3.876	7.508	0.407	0.788	0.005	0	0.105	1	9.507	456	1.937	1
31	2.119	3.92	0.235	0.435	0.005	0	0.111	1	9.017	479	1.85	1
32	4.995	11.014	0.914	2.016	0.005	0	0.183	1	5.469	456	2.205	1
33	3.733	5.76	0.433	0.668	0.005	0	0.116	1	8.64	466	1.543	1
34	4.086	10.464	0.968	2.48	0.005	0	0.237	1	4.223	478	2.561	1
35	1.439	2.865	0.471	0.937	0.005	0	0.327	1	3.062	456	1.991	1
36	4.387	11.854	1.47	3.971	0.005	0	0.335	1	2.983	468	2.702	1
37	2.584	4.726	1.083	1.98	0.005	0	0.419	1	2.387	451	1.829	1
38	1.184	1.827	0.143	0.221	0.005	0	0.121	1	8.272	457	1.543	1
39	4.768	10.289	1.998	4.311	0.005	0	0.419	1	2.385	492	2.158	1
40	2.268	5.838	0.254	0.654	0.005	0	0.112	1	8.927	480	2.574	1
41	3.953	7.159	0.415	0.752	0.005	0	0.105	1	9.541	499	1.811	1
42	1.658	3.989	0.167	0.403	0.005	0	0.101	1	9.943	474	2.406	1
43	4.988	12.47	0.514	1.284	0.005	0	0.103	1	9.739	496	2.5	1
44	1.326	3.155	0.284	0.675	0.005	0	0.214	1	4.667	457	2.379	1
45	4.674	9.226	1.402	2.768	0.005	0	0.3	1	3.333	485	1.974	1
46	4.104	10.153	1.141	2.823	0.005	0	0.278	1	3.598	491	2.474	1
47	4.204	11.717	0.87	2.425	0.005	0	0.207	1	4.829	493	2.787	1
48	3.765	7.56	0.422	0.847	0.005	0	0.112	1	8.892	491	2.008	1
49	4.577	13.049	0.741	2.114	0.005	0	0.162	1	6.174	452	2.851	1
50	2.546	5.026	0.423	0.834	0.005	0	0.166	1	6.04	484	1.974	1
51	4.242	10.164	2.354	5.641	0.005	0	0.555	1	1.801	476	2.396	1
52	3.201	5.448	0.327	0.556	0.005	0	0.102	1	9.806	462	1.702	1
53	1.958	4.689	0.777	1.862	0.005	0	0.397	1	2.518	474	2.395	1
54	1.357	2.489	0.147	0.269	0.005	0	0.108	1	9.297	455	1.834	1
55	4.111	8.526	0.51	1.057	0.005	0	0.124	1	8.043	454	2.074	1
56	4.227	12.618	0.444	1.325	0.005	0	0.105	1	9.535	471	2.985	1
57	3.945	7.144	0.675	1.222	0.005	0	0.171	1	5.833	459	1.811	1
58	2.058	5.415	0.34	0.893	0.005	0	0.165	1	6.055	498	2.631	1
59	2.028	4.821	0.335	0.795	0.005	0	0.165	1	6.079	494	2.377	1
60	1.729	4.335	0.225	0.564	0.005	0	0.13	1	7.666	483	2.507	1
61	2.003	4.469	0.306	0.684	0.005	0	0.153	1	6.527	451	2.231	1
62	2.709	8.054	1.057	3.141	0.005	0	0.39	1	2.567	472	2.973	1
63	4.092	8.863	0.561	1.214	0.005	0	0.137	1	7.292	492	2.166	1
64	2.028	5.808	0.584	1.673	0.005	0	0.288	1	3.473	498	2.864	1
65	1.531	2.372	0.23	0.356	0.005	0	0.15	1	6.666	456	1.549	1
66	4.258	8.814	0.605	1.252	0.005	0	0.142	1	7.04	458	2.07	1
67	1.436	3.556	0.152	0.377	0.005	0	0.106	1	9.394	486	2.476	1
68	2.954	7.689	0.493	1.284	0.005	0	0.167	1	5.986	453	2.603	1
69	4.713	7.899	0.74	1.24	0.005	0	0.157	1	6.368	489	1.676	1
70	2.623	6.542	0.488	1.217	0.005	0	0.186	1	5.372	496	2.494	1
71	2.562	5.185	0.31	0.627	0.005	0	0.121	1	8.264	469	2.024	1
72	2.468	5.827	0.612	1.445	0.005	0	0.248	1	4.033	462	2.361	1
73	2.234	4.443	1.899	3.777	0.005	0	0.85	1	1.177	484	1.989	1
74	4.244	6.413	0.446	0.673	0.005	0	0.105	1	9.552	492	1.511	1
75	2.116	3.707	1.756	3.077	0.005	0	0.83	1	1.205	457	1.752	1
76	4.156	12.052	0.432	1.253	0.005	0	0.104	1	9.632	490	2.9	1
77	3.673	6.795	0.566	1.046	0.005	0	0.154	1	6.506	472	1.85	1
78	1.937	5.083	0.24	0.63	0.005	0	0.124	1	8.037	477	2.624	1
79	1.912	3.725	0.56	1.091	0.005	0	0.293	1	3.409	478	1.948	1
80	2.914	5.91	0.618	1.253	0.005	0	0.212	1	4.715	466	2.028	1
81	4.729	7.264	2.015	3.094	0.005	0	0.426	1	2.345	493	1.536	1
82	4.738	12.347	0.569	1.482	0.005	0	0.12	1	8.322	483	2.606	1
83	4.143	8.597	0.617	1.281	0.005	0	0.149	1	6.717	472	2.075	1
84	2.872	5.035	0.313	0.549	0.005	0	0.109	1	9.194	472	1.753	1
85	4.934	10.781	0.553	1.207	0.005	0	0.112	1	8.963	492	2.185	1
86	4.572	12.486	0.978	2.672	0.005	0	0.214	1	4.67	473	2.731	1
87	3.758	6.182	0.909	1.496	0.005	0	0.242	1	4.133	471	1.645	1
88	3.744	6.522	1.254	2.185	0.005	0	0.335	1	2.986	497	1.742	1
89	3.403	7.922	1.402	3.264	0.005	0	0.412	1	2.428	466	2.328	1
90	2.694	4.604	1.08	1.846	0.005	0	0.401	1	2.493	454	1.709	1
91	3.053	4.763	0.742	1.157	0.005	0	0.243	1	4.115	493	1.56	1
92	1.835	3.736	0.488	0.994	0.005	0	0.266	1	3.759	467	2.036	1
93	4.567	12.23	0.991	2.654	0.005	0	0.217	1	4.6	465	2.678	1
94	1.318	3.427	1.195	3.108	0.005	0	0.907	1	1.103	491	2.6	1
95	2.437	6.731	0.473	1.306	0.005	0	0.194	1	5.156	478	2.762	1
96	3.58	5.556	0.476	0.739	0.005	0	0.133	1	7.526	490	1.552	1
97	1.692	3.23	0.213	0.407	0.005	0	0.126	1	7.952	458	1.909	1
98	2.141	5.477	0.366	0.937	0.005	0	0.171	1	5.831	499	2.558	1
99	4.978	11.295	1.304	2.959	0.005	0	0.262	1	3.817	487	2.269	1
100	2.496	4.108	0.352	0.579	0.005	0	0.141	1	7.117	484	1.646	1
101	4.009	9.461	1.596	3.765	0.005	0	0.398	1	2.512	471	2.36	1
102	4.301	10.718	0.542	1.35	0.005	0	0.126	1	7.966	484	2.492	1
103	4.903	9.012	3.109	5.714	0.005	0	0.634	1	1.578	457	1.838	1
104	4.773	12.701	0.644	1.715	0.005	0	0.135	1	7.434	471	2.661	1
105	1.91	3.883	0.311	0.633	0.005	0	0.163	1	6.12	492	2.033	1
106	1.248	1.959	0.595	0.934	0.005	0	0.477	1	2.096	478	1.57	1
107	4.907	13.205	0.923	2.483	0.005	0	0.188	1	5.312	462	2.691	1
108	1.056	2.006	0.17	0.323	0.005	0	0.161	1	6.219	486	1.9	1
109	1.273	3.126	0.19	0.466	0.005	0	0.149	1	6.723	472	2.456	1
110	2.847	7.974	1.045	2.926	0.005	0	0.367	1	2.727	483	2.801	1
111	1.896	5.565	0.281	0.824	0.005	0	0.148	1	6.763	464	2.935	1
112	2.721	4.601	0.288	0.488	0.005	0	0.106	1	9.475	451	1.691	1
113	3.46	5.546	0.367	0.588	0.005	0	0.106	1	9.41	471	1.603	1
114	4.908	13.953	0.903	2.567	0.005	0	0.184	1	5.424	485	2.843	1
115	3.507	8.112	1.329	3.074	0.005	0	0.379	1	2.641	483	2.313	1
116	2.162	4.627	0.346	0.74	0.005	0	0.16	1	6.245	490	2.14	1
117	3.204	9.394	0.442	1.296	0.005	0	0.138	1	7.252	491	2.932	1
118	4.986	7.634	1.291	1.977	0.005	0	0.259	1	3.868	499	1.531	1
119	2.43	5.543	1.477	3.37	0.005	0	0.608	1	1.644	476	2.281	1
120	1.916	5.275	0.194	0.533	0.005	0	0.101	1	9.94	496	2.753	1
121	2.479	4.78	1.383	2.667	0.005	0	0.558	1	1.793	475	1.928	1
122	1.347	4.013	0.299	0.891	0.005	0	0.222	1	4.507	481	2.979	1
123	4.388	9.834	0.746	1.672	0.005	0	0.17	1	5.868	459	2.241	1
124	2.149	5.289	0.449	1.105	0.005	0	0.209	1	4.794	485	2.461	1
125	1.807	3.592	1.335	2.654	0.005	0	0.739	1	1.353	498	1.988	1
126	2.503	4.017	0.278	0.446	0.005	0	0.111	1	9.049	453	1.605	1
127	4.853	7.464	2.888	4.441	0.005	0	0.595	1	1.681	499	1.538	1
128	3.946	10.07	3.295	8.408	0.005	0	0.835	1	1.198	473	2.552	1
129	4.237	7.402	0.691	1.207	0.005	0	0.163	1	6.149	493	1.747	1
130	3.232	5.721	0.52	0.921	0.005	0	0.161	1	6.202	488	1.77	1
131	3.383	9.012	0.382	1.018	0.005	0	0.113	1	8.82	499	2.664	1
132	4.516	8.68	0.673	1.293	0.005	0	0.149	1	6.723	463	1.922	1
133	3.711	7.89	0.894	1.901	0.005	0	0.241	1	4.156	467	2.126	1
134	3.283	6.356	2.239	4.335	0.005	0	0.682	1	1.466	476	1.936	1
135	4.11	12.326	0.555	1.664	0.005	0	0.135	1	7.401	454	2.999	1
136	1.035	2.628	0.124	0.315	0.005	0	0.12	1	8.333	452	2.539	1
137	4.9	14.617	1.485	4.429	0.005	0	0.303	1	3.299	454	2.983	1
138	4.764	12.977	1.858	5.061	0.005	0	0.39	1	2.563	463	2.724	1
139	1.895	3.259	0.256	0.44	0.005	0	0.135	1	7.416	488	1.72	1
140	4.962	12.628	0.526	1.339	0.005	0	0.106	1	9.449	458	2.545	1
141	4.527	6.904	0.602	0.918	0.005	0	0.133	1	7.516	479	1.525	1
142	1.307	3.66	0.222	0.622	0.005	0	0.17	1	5.895	490	2.8	1
143	3.91	10.017	1.04	2.665	0.005	0	0.266	1	3.758	475	2.562	1
144	2.948	4.844	0.448	0.736	0.005	0	0.152	1	6.57	450	1.643	1
145	4.613	11.878	0.715	1.841	0.005	0	0.155	1	6.454	477	2.575	1
146	2.723	4.109	0.629	0.949	0.005	0	0.231	1	4.324	463	1.509	1
147	1.86	3.765	0.692	1.401	0.005	0	0.372	1	2.688	458	2.024	1
148	1.093	3.045	0.124	0.344	0.005	0	0.113	1	8.856	455	2.786	1
149	2.322	6.288	0.808	2.188	0.005	0	0.348	1	2.872	460	2.708	1
150	3.871	10.053	0.801	2.081	0.005	0	0.207	1	4.834	462	2.597	1
151	2.841	6.62	1.656	3.859	0.005	0	0.583	1	1.716	478	2.33	1
152	3.428	5.241	0.381	0.582	0.005	0	0.111	1	8.974	460	1.529	1
153	4.327	8.944	0.883	1.825	0.005	0	0.204	1	4.906	487	2.067	1
154	4.066	6.961	0.728	1.246	0.005	0	0.179	1	5.581	478	1.712	1
155	1.433	2.224	0.353	0.547	0.005	0	0.246	1	4.069	465	1.552	1
156	2.625	5.129	0.57	1.113	0.005	0	0.217	1	4.606	479	1.954	1
157	2.182	4.654	0.517	1.103	0.005	0	0.237	1	4.212	480	2.133	1
158	3.969	5.965	0.56	0.841	0.005	0	0.141	1	7.1	489	1.503	1
159	2.184	3.392	0.306	0.475	0.005	0	0.14	1	7.14	464	1.553	1
160	2.69	6.908	0.492	1.264	0.005	0	0.183	1	5.452	471	2.568	1
161	2.052	4.921	0.363	0.871	0.005	0	0.177	1	5.636	477	2.398	1
162	4.918	11.739	4.052	9.673	0.005	0	0.824	1	1.213	484	2.387	1
163	2.129	3.96	0.417	0.776	0.005	0	0.196	1	5.101	494	1.86	1
164	4.589	13.308	0.514	1.49	0.005	0	0.112	1	8.893	469	2.9	1
165	4.664	11.068	1.814	4.305	0.005	0	0.389	1	2.568	462	2.373	1
166	3.74	8.295	1.062	2.356	0.005	0	0.284	1	3.526	467	2.218	1
167	3.746	8.174	0.487	1.063	0.005	0	0.13	1	7.701	462	2.182	1
168	4.967	7.6	0.541	0.828	0.005	0	0.109	1	9.154	488	1.53	1
169	1.794	4.62	0.188	0.485	0.005	0	0.105	1	9.538	462	2.575	1
170	4.11	7.834	0.444	0.846	0.005	0	0.108	1	9.259	488	1.906	1
171	3.979	6.923	0.529	0.921	0.005	0	0.133	1	7.492	455	1.74	1
172	4.531	7.965	1.753	3.082	0.005	0	0.387	1	2.585	489	1.758	1
173	3.32	7.981	2.702	6.497	0.005	0	0.814	1	1.229	480	2.404	1
174	1.714	3.949	0.225	0.517	0.005	0	0.131	1	7.644	495	2.304	1
175	4.515	13.175	0.546	1.594	0.005	0	0.121	1	8.242	485	2.918	1
176	1.977	5.201	0.217	0.572	0.005	0	0.11	1	9.118	469	2.631	1
177	2.292	6.601	0.821	2.363	0.005	0	0.358	1	2.797	489	2.88	1
178	4.692	9.684	0.967	1.995	0.005	0	0.206	1	4.851	468	2.064	1
179	4.266	10.477	0.491	1.205	0.005	0	0.115	1	8.72	482	2.456	1
180	2.105	3.829	0.328	0.597	0.005	0	0.156	1	6.408	450	1.819	1
181	1.619	3.432	0.282	0.597	0.005	0	0.174	1	5.76	485	2.12	1
182	4.229	7.705	1.603	2.92	0.005	0	0.379	1	2.641	466	1.822	1
183	4.23	10.664	0.677	1.706	0.005	0	0.16	1	6.248	463	2.521	1
184	3.363	7.849	0.777	1.813	0.005	0	0.231	1	4.33	457	2.334	1
185	3.362	7.248	0.38	0.819	0.005	0	0.113	1	8.867	479	2.156	1
186	1.586	4.33	0.228	0.624	0.005	0	0.144	1	6.961	477	2.73	1
187	3.802	7.182	0.38	0.718	0.005	0	0.1	1	9.959	494	1.889	1
188	4.65	12.071	0.563	1.461	0.005	0	0.121	1	8.261	474	2.596	1
189	1.681	3.651	0.183	0.398	0.005	0	0.109	1	9.216	491	2.172	1
190	1.72	2.587	0.728	1.094	0.005	0	0.423	1	2.365	458	1.504	1
191	3.983	11.415	0.773	2.215	0.005	0	0.194	1	5.167	450	2.866	1
192	4.245	11.466	1.757	4.747	0.005	0	0.414	1	2.416	482	2.701	1
193	1.432	3.776	0.149	0.393	0.005	0	0.104	1	9.598	458	2.637	1
194	4.01	8.196	1.708	3.491	0.005	0	0.426	1	2.348	472	2.044	1
195	2.416	7.091	0.321	0.943	0.005	0	0.133	1	7.533	453	2.935	1
196	4.393	12.595	0.466	1.335	0.005	0	0.106	1	9.434	469	2.867	1
197	1.898	4.764	0.216	0.543	0.005	0	0.114	1	8.787	455	2.51	1
198	4.754	8.847	1.512	2.813	0.005	0	0.318	1	3.143	479	1.861	1
199	1.634	4.338	0.413	1.098	0.005	0	0.253	1	3.949	468	2.655	1
200	2.061	4.256	0.34	0.702	0.005	0	0.165	1	6.052	488	2.065	1
201	2.004	5.12	0.222	0.568	0.005	0	0.111	1	9.02	491	2.555	1
202	4.118	9.117	0.428	0.948	0.005	0	0.104	1	9.57	460	2.214	1
203	4.57	9.204	0.663	1.335	0.005	0	0.145	1	6.882	451	2.014	1
204	1.454	4.007	0.193	0.533	0.005	0	0.133	1	7.496	477	2.756	1
205	1.214	2.893	0.192	0.457	0.005	0	0.158	1	6.315	466	2.383	1
206	2.175	4.872	0.987	2.212	0.005	0	0.454	1	2.202	488	2.24	1
207	4.107	12.029	0.583	1.708	0.005	0	0.142	1	7.033	463	2.929	1
208	1.093	1.89	0.234	0.404	0.005	0	0.214	1	4.681	473	1.729	1
209	1.511	3.438	0.804	1.829	0.005	0	0.532	1	1.881	490	2.275	1
210	3.165	5.39	0.408	0.695	0.005	0	0.129	1	7.729	471	1.703	1
211	4.496	6.973	1.479	2.294	0.005	0	0.329	1	3.039	484	1.551	1
212	1.315	2.396	0.208	0.379	0.005	0	0.158	1	6.345	469	1.822	1
213	2.493	6.611	1.501	3.98	0.005	0	0.602	1	1.662	456	2.652	1
214	2.569	4.318	1.233	2.073	0.005	0	0.48	1	2.082	460	1.681	1
215	1.806	3.399	0.206	0.387	0.005	0	0.114	1	8.79	476	1.882	1
216	1.757	4.159	0.513	1.214	0.005	0	0.292	1	3.427	462	2.367	1
217	3.615	10.429	0.521	1.502	0.005	0	0.144	1	6.947	497	2.885	1
218	3.074	6.83	0.55	1.223	0.005	0	0.179	1	5.573	464	2.222	1
219	2.584	6.602	0.481	1.228	0.005	0	0.186	1	5.37	457	2.555	1
220	4.62	8.404	3.22	5.858	0.005	0	0.697	1	1.434	489	1.819	1
221	2.941	5.67	0.694	1.338	0.005	0	0.236	1	4.241	467	1.928	1
222	3.774	7.816	0.91	1.884	0.005	0	0.241	1	4.151	471	2.071	1
223	4.635	11.43	0.686	1.692	0.005	0	0.148	1	6.763	456	2.466	1
224	4.88	13.771	3.128	8.827	0.005	0	0.641	1	1.561	471	2.822	1
225	3.168	7.86	0.668	1.658	0.005	0	0.211	1	4.744	452	2.481	1
226	2.648	7.645	0.477	1.376	0.005	0	0.18	1	5.549	494	2.887	1
227	4.358	10.054	2.34	5.399	0.005	0	0.537	1	1.862	482	2.307	1
228	3.746	8.297	0.629	1.394	0.005	0	0.168	1	5.935	466	2.215	1
229	1.098	2.016	0.125	0.23	0.005	0	0.114	1	8.773	452	1.836	1
230	4.35	13.041	0.774	2.321	0.005	0	0.178	1	5.619	486	2.998	1
231	2.626	5.541	0.439	0.925	0.005	0	0.167	1	5.98	480	2.11	1
232	3.427	7.505	0.751	1.644	0.005	0	0.219	1	4.576	486	2.19	1
233	2.639	4.576	0.372	0.645	0.005	0	0.141	1	7.096	473	1.734	1
234	3.427	7.241	0.651	1.376	0.005	0	0.19	1	5.271	450	2.113	1
235	1.418	2.138	0.233	0.351	0.005	0	0.164	1	6.083	479	1.508	1
236	2.187	3.788	0.28	0.485	0.005	0	0.128	1	7.806	472	1.732	1
237	4.234	9.806	0.44	1.02	0.005	0	0.104	1	9.658	456	2.316	1
238	4.581	10.536	0.673	1.549	0.005	0	0.147	1	6.815	471	2.3	1
239	2.944	8.605	0.303	0.886	0.005	0	0.103	1	9.726	488	2.923	1
240	3.572	6.848	0.479	0.918	0.005	0	0.134	1	7.469	455	1.917	1
241	1.062	2.031	0.455	0.869	0.005	0	0.428	1	2.336	461	1.912	1
242	1.214	1.941	0.149	0.239	0.005	0	0.123	1	8.128	461	1.599	1
243	2.493	5.886	0.314	0.742	0.005	0	0.126	1	7.95	493	2.361	1
244	1.723	4.781	0.991	2.749	0.005	0	0.575	1	1.738	462	2.775	1
245	2.857	5.471	0.314	0.602	0.005	0	0.11	1	9.124	468	1.915	1
246	2.69	6.063	1.802	4.062	0.005	0	0.67	1	1.492	498	2.254	1
247	4.335	8.9	1.5	3.079	0.005	0	0.346	1	2.893	477	2.053	1
248	4.722	7.593	0.604	0.972	0.005	0	0.128	1	7.79	456	1.608	1
249	2.289	6.43	0.259	0.727	0.005	0	0.113	1	8.876	453	2.809	1
250	2.582	6.192	0.444	1.065	0.005	0	0.172	1	5.821	490	2.398	1
251	1.951	5.084	0.197	0.513	0.005	0	0.101	1	9.917	465	2.606	1
252	1.277	3.19	0.587	1.467	0.005	0	0.46	1	2.173	487	2.498	1
253	4.308	8.146	0.603	1.14	0.005	0	0.14	1	7.118	476	1.891	1
254	3.593	7.757	1.527	3.297	0.005	0	0.425	1	2.355	462	2.159	1
255	2.652	6.108	1.435	3.304	0.005	0	0.541	1	1.848	496	2.303	1
256	1.91	4.672	0.414	1.014	0.005	0	0.217	1	4.614	454	2.446	1
257	1.743	5.002	0.204	0.585	0.005	0	0.117	1	8.554	453	2.87	1
258	2.936	6.486	0.393	0.869	0.005	0	0.134	1	7.487	493	2.209	1
259	3.907	10.264	0.844	2.217	0.005	0	0.216	1	4.62	462	2.627	1
260	3.048	4.852	1.527	2.431	0.005	0	0.501	1	1.996	499	1.592	1
261	2.197	4.451	0.437	0.886	0.005	0	0.199	1	5.033	499	2.026	1
262	2.126	5.679	0.298	0.795	0.005	0	0.14	1	7.161	470	2.671	1
263	1.388	4.161	0.626	1.877	0.005	0	0.451	1	2.219	456	2.998	1
264	2.143	4.648	0.289	0.627	0.005	0	0.135	1	7.411	467	2.169	1
265	2.11	5.98	0.35	0.993	0.005	0	0.166	1	6.01	490	2.834	1
266	4.877	7.403	1.107	1.68	0.005	0	0.227	1	4.412	478	1.518	1
267	4.202	8.644	0.895	1.841	0.005	0	0.213	1	4.693	487	2.057	1
268	3.381	6.454	0.754	1.439	0.005	0	0.223	1	4.49	463	1.909	1
269	3.929	9.567	0.566	1.378	0.005	0	0.144	1	6.924	480	2.435	1
270	2.796	8.338	0.559	1.668	0.005	0	0.2	1	4.993	496	2.982	1
271	4.568	10.721	1.211	2.841	0.005	0	0.265	1	3.77	469	2.347	1
272	2.184	3.61	0.293	0.484	0.005	0	0.134	1	7.452	494	1.653	1
273	1.63	3.995	0.217	0.531	0.005	0	0.133	1	7.527	479	2.451	1
274	4.436	9.049	1.956	3.991	0.005	0	0.441	1	2.269	492	2.04	1
275	2.588	3.898	0.318	0.479	0.005	0	0.123	1	8.101	497	1.506	1
276	4.344	10.413	0.652	1.562	0.005	0	0.15	1	6.655	484	2.397	1
277	4.075	6.479	0.632	1.004	0.005	0	0.155	1	6.443	470	1.59	1
278	2.234	5.511	0.266	0.656	0.005	0	0.119	1	8.432	460	2.467	1
279	4.865	14.366	0.9	2.658	0.005	0	0.185	1	5.409	496	2.953	1
280	2.068	5.058	0.511	1.249	0.005	0	0.247	1	4.047	455	2.446	1
281	4.313	7.293	0.444	0.751	0.005	0	0.103	1	9.669	485	1.691	1
282	4.15	11.13	4.009	10.752	0.005	0	0.966	1	1.035	499	2.682	1
283	3.393	8.533	0.763	1.92	0.005	0	0.225	1	4.44	498	2.515	1
284	2.984	5.464	0.537	0.984	0.005	0	0.18	1	5.562	454	1.831	1
285	2.182	5.536	0.698	1.772	0.005	0	0.32	1	3.122	476	2.537	1
286	3.659	7.933	1.577	3.419	0.005	0	0.431	1	2.321	453	2.168	1
287	1.616	4.082	0.17	0.429	0.005	0	0.105	1	9.544	486	2.526	1
288	4.395	12.02	1.384	3.786	0.005	0	0.315	1	3.173	499	2.735	1
289	3.163	7.12	0.408	0.918	0.005	0	0.129	1	7.735	463	2.251	1
290	3.203	8.174	0.916	2.338	0.005	0	0.286	1	3.499	490	2.552	1
291	1.886	4.398	1.066	2.485	0.005	0	0.565	1	1.771	490	2.332	1
292	4.087	6.216	1.663	2.53	0.005	0	0.407	1	2.46	496	1.521	1
293	3.498	5.488	2.732	4.286	0.005	0	0.781	1	1.28	485	1.569	1
294	1.186	2.712	0.358	0.819	0.005	0	0.302	1	3.308	478	2.287	1
295	4.633	12.537	3.062	8.287	0.005	0	0.661	1	1.512	496	2.706	1
296	4.249	7.461	0.472	0.828	0.005	0	0.111	1	8.996	454	1.756	1
297	3.659	10.359	0.798	2.258	0.005	0	0.218	1	4.594	489	2.831	1
298	4.272	9.044	0.884	1.872	0.005	0	0.207	1	4.842	458	2.117	1
299	4.117	10.778	0.832	2.177	0.005	0	0.202	1	4.943	460	2.618	1
300	3.891	6.089	1.016	1.589	0.005	0	0.261	1	3.829	472	1.565	1
301	2.339	6.919	1.034	3.058	0.005	0	0.442	1	2.261	478	2.958	1
302	2.224	4.882	0.605	1.328	0.005	0	0.272	1	3.674	462	2.195	1
303	3.041	5.258	0.383	0.663	0.005	0	0.126	1	7.943	484	1.729	1
304	1.776	5.069	0.208	0.593	0.005	0	0.117	1	8.557	487	2.854	1
305	4.874	10.937	0.629	1.411	0.005	0	0.129	1	7.746	494	2.244	1
306	2.032	5.686	0.323	0.904	0.005	0	0.159	1	6.298	487	2.798	1
307	4.378	8.922	1.445	2.944	0.005	0	0.33	1	3.029	497	2.038	1
308	3.199	8.551	0.483	1.291	0.005	0	0.151	1	6.643	453	2.673	1
309	2.837	4.911	0.34	0.589	0.005	0	0.12	1	8.362	453	1.731	1
310	1.875	5.531	0.87	2.566	0.005	0	0.464	1	2.157	466	2.95	1
311	2.812	4.505	0.399	0.64	0.005	0	0.142	1	7.055	475	1.602	1
312	2.441	4.965	0.408	0.829	0.005	0	0.167	1	5.997	454	2.034	1
313	4.864	11.625	1.931	4.615	0.005	0	0.397	1	2.519	495	2.39	1
314	1.42	3.928	0.27	0.746	0.005	0	0.19	1	5.269	484	2.766	1
315	1.172	2.055	0.152	0.267	0.005	0	0.13	1	7.701	485	1.753	1
316	3.289	5.838	0.52	0.922	0.005	0	0.158	1	6.339	490	1.775	1
317	1.215	2.076	0.842	1.439	0.005	0	0.693	1	1.444	490	1.709	1
318	2.901	6.191	0.316	0.675	0.005	0	0.109	1	9.182	461	2.134	1
319	3.969	6.148	0.46	0.713	0.005	0	0.116	1	8.624	464	1.549	1
320	3.173	8.938	0.539	1.519	0.005	0	0.17	1	5.892	482	2.817	1
321	1.096	3.232	0.307	0.905	0.005	0	0.28	1	3.57	465	2.949	1
322	4.656	8.353	0.563	1.011	0.005	0	0.121	1	8.279	480	1.794	1
323	3.64	10.086	0.528	1.462	0.005	0	0.145	1	6.875	452	2.771	1
324	2.359	5.702	0.278	0.673	0.005	0	0.118	1	8.507	450	2.417	1
325	4.664	13.218	3.629	10.284	0.005	0	0.778	1	1.286	465	2.834	1
326	3.148	8.034	0.334	0.852	0.005	0	0.106	1	9.421	480	2.552	1
327	1.232	2.192	0.569	1.013	0.005	0	0.462	1	2.165	495	1.779	1
328	3.493	7.119	0.671	1.367	0.005	0	0.192	1	5.218	498	2.038	1
