index	R_nought_1	R_nought_2	tr_11	tr_22	tr_12	tr_21	removal_rate	sampling_proba	infectious_time	tree_size	proportion_t22_t11	fraction_1
27	2.228	4.342	0.39	0.76	0.005	0	0.175	1	5.704	481	1.949	1
28	2.273	4.819	0.266	0.564	0.005	0	0.117	1	8.564	469	2.12	1
29	1.799	3.746	0.29	0.603	0.005	0	0.161	1	6.192	479	2.082	1
30	3.379	6.032	2.97	5.302	0.005	0	0.879	1	1.138	493	1.785	1
31	4.107	7.142	0.641	1.114	0.005	0	0.156	1	6.41	455	1.739	1
32	1.685	4.41	0.224	0.587	0.005	0	0.133	1	7.496	470	2.617	1
33	4.327	8.342	0.675	1.301	0.005	0	0.156	1	6.396	473	1.928	1
34	1.568	4.483	0.607	1.735	0.005	0	0.387	1	2.587	493	2.859	1
35	2.131	4.0	0.405	0.76	0.005	0	0.19	1	5.254	476	1.877	1
36	3.203	5.721	0.753	1.344	0.005	0	0.235	1	4.258	491	1.786	1
37	4.571	12.113	1.988	5.269	0.005	0	0.435	1	2.298	478	2.65	1
38	3.763	6.232	0.854	1.415	0.005	0	0.227	1	4.413	459	1.656	1
39	3.923	9.188	0.632	1.479	0.005	0	0.161	1	6.207	482	2.342	1
40	4.213	11.169	2.751	7.293	0.005	0	0.653	1	1.531	480	2.651	1
41	3.17	8.416	0.476	1.262	0.005	0	0.15	1	6.659	473	2.655	1
42	1.713	3.496	0.216	0.44	0.005	0	0.126	1	7.906	499	2.041	1
43	2.788	5.766	0.346	0.715	0.005	0	0.124	1	8.091	466	2.068	1
44	2.207	3.747	0.34	0.577	0.005	0	0.154	1	6.481	491	1.698	1
45	1.715	4.037	0.54	1.272	0.005	0	0.315	1	3.178	490	2.354	1
46	2.54	7.173	0.572	1.614	0.005	0	0.225	1	4.451	491	2.824	1
47	1.749	3.594	0.427	0.877	0.005	0	0.244	1	4.102	469	2.055	1
48	2.869	5.158	0.525	0.944	0.005	0	0.183	1	5.454	465	1.798	1
49	2.111	5.932	0.331	0.931	0.005	0	0.157	1	6.376	466	2.81	1
50	1.622	3.606	0.302	0.671	0.005	0	0.186	1	5.375	467	2.223	1
51	4.485	7.091	1.758	2.78	0.005	0	0.392	1	2.548	484	1.581	1
52	3.54	9.147	0.404	1.043	0.005	0	0.114	1	8.766	472	2.584	1
53	1.199	2.603	1.141	2.478	0.005	0	0.952	1	1.05	464	2.171	1
54	3.643	5.763	1.038	1.642	0.005	0	0.285	1	3.512	452	1.582	1
55	4.672	11.087	1.187	2.816	0.005	0	0.254	1	3.939	469	2.373	1
56	2.024	5.487	0.557	1.509	0.005	0	0.275	1	3.633	495	2.711	1
57	4.777	12.821	0.721	1.936	0.005	0	0.151	1	6.628	466	2.684	1
58	2.192	3.992	0.248	0.451	0.005	0	0.113	1	8.829	469	1.821	1
59	1.301	3.037	0.398	0.929	0.005	0	0.306	1	3.265	468	2.334	1
60	3.23	6.906	0.404	0.863	0.005	0	0.125	1	8.017	470	2.138	1
61	3.172	5.072	0.469	0.751	0.005	0	0.148	1	6.75	486	1.599	1
62	2.534	4.016	0.519	0.823	0.005	0	0.205	1	4.884	476	1.585	1
63	3.384	5.966	0.376	0.662	0.005	0	0.111	1	9.037	455	1.763	1
64	1.381	4.095	0.174	0.516	0.005	0	0.126	1	7.942	489	2.965	1
65	2.365	5.288	0.511	1.142	0.005	0	0.216	1	4.637	476	2.236	1
66	4.399	8.494	0.735	1.418	0.005	0	0.167	1	5.983	457	1.931	1
67	2.069	4.854	2.038	4.781	0.005	0	0.985	1	1.015	478	2.346	1
68	2.774	6.297	0.541	1.228	0.005	0	0.195	1	5.135	450	2.27	1
69	2.337	6.703	0.266	0.764	0.005	0	0.114	1	8.766	484	2.868	1
70	4.041	11.02	1.418	3.868	0.005	0	0.351	1	2.851	484	2.727	1
71	1.047	2.728	0.107	0.278	0.005	0	0.102	1	9.773	461	2.606	1
72	3.837	9.028	0.606	1.426	0.005	0	0.158	1	6.329	460	2.353	1
73	2.378	5.85	0.269	0.661	0.005	0	0.113	1	8.867	475	2.46	1
74	3.38	10.13	1.609	4.822	0.005	0	0.476	1	2.103	477	2.997	1
75	3.508	7.469	0.463	0.986	0.005	0	0.132	1	7.554	480	2.129	1
76	3.959	7.613	0.57	1.096	0.005	0	0.144	1	6.931	463	1.923	1
77	4.705	10.765	1.374	3.143	0.005	0	0.292	1	3.421	455	2.288	1
78	2.91	8.727	0.358	1.073	0.005	0	0.123	1	8.159	489	2.999	1
79	2.771	6.468	0.363	0.847	0.005	0	0.131	1	7.632	491	2.334	1
80	2.025	5.06	0.275	0.688	0.005	0	0.136	1	7.346	492	2.499	1
81	1.787	3.712	0.611	1.27	0.005	0	0.342	1	2.925	464	2.077	1
82	1.096	1.937	0.111	0.196	0.005	0	0.101	1	9.931	451	1.767	1
83	3.701	6.451	0.57	0.993	0.005	0	0.154	1	6.506	466	1.743	1
84	3.174	9.509	0.467	1.398	0.005	0	0.147	1	6.799	485	2.996	1
85	3.064	6.088	1.158	2.301	0.005	0	0.378	1	2.644	486	1.987	1
86	1.493	2.29	0.384	0.589	0.005	0	0.257	1	3.888	493	1.534	1
87	4.883	10.528	0.659	1.421	0.005	0	0.135	1	7.426	450	2.156	1
88	2.196	6.559	0.977	2.919	0.005	0	0.445	1	2.247	467	2.987	1
89	4.759	7.172	0.614	0.925	0.005	0	0.129	1	7.728	477	1.507	1
90	3.912	5.923	1.537	2.328	0.005	0	0.393	1	2.546	475	1.514	1
91	3.675	7.842	0.441	0.941	0.005	0	0.12	1	8.319	488	2.134	1
92	2.932	5.908	0.501	1.01	0.005	0	0.171	1	5.842	479	2.015	1
93	1.774	4.949	0.882	2.46	0.005	0	0.497	1	2.014	482	2.79	1
94	3.311	7.003	0.464	0.98	0.005	0	0.14	1	7.142	496	2.115	1
95	1.132	2.155	0.942	1.793	0.005	0	0.832	1	1.202	481	1.904	1
96	4.644	12.005	1.128	2.917	0.005	0	0.243	1	4.122	482	2.585	1
97	1.379	3.967	0.31	0.893	0.005	0	0.225	1	4.449	471	2.877	1
98	2.797	5.974	0.459	0.98	0.005	0	0.164	1	6.083	489	2.136	1
99	1.523	2.83	0.949	1.763	0.005	0	0.623	1	1.606	478	1.858	1
100	1.001	2.125	0.173	0.368	0.005	0	0.173	1	5.775	483	2.123	1
101	4.69	13.404	0.872	2.493	0.005	0	0.186	1	5.37	478	2.858	1
102	2.465	5.253	0.276	0.588	0.005	0	0.112	1	8.937	458	2.131	1
103	4.43	10.464	0.602	1.423	0.005	0	0.136	1	7.332	463	2.362	1
104	4.425	9.217	3.828	7.973	0.005	0	0.865	1	1.156	469	2.083	1
105	2.874	7.596	0.638	1.686	0.005	0	0.222	1	4.512	475	2.643	1
106	2.612	7.141	0.303	0.828	0.005	0	0.116	1	8.646	453	2.734	1
107	1.679	3.576	0.472	1.005	0.005	0	0.281	1	3.559	496	2.13	1
108	2.25	4.21	0.245	0.459	0.005	0	0.109	1	9.171	479	1.871	1
109	4.78	13.757	0.746	2.146	0.005	0	0.156	1	6.392	458	2.878	1
110	1.089	1.786	0.134	0.22	0.005	0	0.123	1	8.128	455	1.64	1
111	3.457	6.755	1.182	2.31	0.005	0	0.342	1	2.92	471	1.954	1
112	1.169	3.409	0.206	0.6	0.005	0	0.176	1	5.669	465	2.916	1
113	3.673	10.637	2.064	5.978	0.005	0	0.562	1	1.779	458	2.896	1
114	3.942	7.494	0.43	0.817	0.005	0	0.109	1	9.213	494	1.901	1
115	1.538	4.317	0.789	2.215	0.005	0	0.513	1	1.95	497	2.807	1
116	3.828	10.983	1.091	3.13	0.005	0	0.285	1	3.509	454	2.869	1
117	3.772	8.389	1.022	2.273	0.005	0	0.271	1	3.696	456	2.224	1
118	4.652	12.323	1.396	3.697	0.005	0	0.3	1	3.334	468	2.649	1
119	1.901	4.258	0.192	0.43	0.005	0	0.101	1	9.931	483	2.24	1
120	3.168	9.121	0.713	2.052	0.005	0	0.225	1	4.449	482	2.879	1
121	4.576	7.139	0.494	0.771	0.005	0	0.108	1	9.267	450	1.56	1
122	4.875	13.08	0.488	1.308	0.005	0	0.1	1	9.986	471	2.683	1
123	4.897	9.745	2.737	5.447	0.005	0	0.559	1	1.788	475	1.99	1
124	4.2	11.012	0.546	1.432	0.005	0	0.13	1	7.7	471	2.622	1
125	1.952	5.155	0.199	0.526	0.005	0	0.102	1	9.783	458	2.641	1
126	1.482	4.407	0.322	0.956	0.005	0	0.217	1	4.602	488	2.974	1
127	3.096	6.158	0.495	0.985	0.005	0	0.16	1	6.239	450	1.989	1
128	2.948	6.312	0.321	0.688	0.005	0	0.109	1	9.15	491	2.141	1
129	3.669	7.665	0.514	1.073	0.005	0	0.14	1	7.131	477	2.089	1
130	1.292	2.417	0.171	0.319	0.005	0	0.132	1	7.548	451	1.871	1
131	2.965	7.688	0.712	1.845	0.005	0	0.24	1	4.168	465	2.593	1
132	2.601	6.032	0.281	0.651	0.005	0	0.108	1	9.251	497	2.319	1
133	3.515	10.134	0.471	1.358	0.005	0	0.134	1	7.46	470	2.883	1
134	3.398	10.123	1.295	3.857	0.005	0	0.381	1	2.627	454	2.979	1
135	3.637	6.758	1.026	1.906	0.005	0	0.282	1	3.552	457	1.858	1
136	1.863	5.384	0.376	1.088	0.005	0	0.202	1	4.941	477	2.89	1
137	1.436	4.187	0.251	0.733	0.005	0	0.175	1	5.728	484	2.916	1
138	4.608	8.202	1.355	2.411	0.005	0	0.294	1	3.396	469	1.78	1
139	4.163	9.729	0.583	1.362	0.005	0	0.14	1	7.151	475	2.337	1
140	2.806	7.133	1.027	2.611	0.005	0	0.366	1	2.732	487	2.542	1
141	1.866	2.933	0.239	0.375	0.005	0	0.128	1	7.811	496	1.572	1
142	4.575	13.624	0.778	2.316	0.005	0	0.17	1	5.885	469	2.978	1
143	3.159	4.751	0.373	0.561	0.005	0	0.118	1	8.449	483	1.504	1
144	3.538	6.538	0.541	1.0	0.005	0	0.153	1	6.521	457	1.848	1
145	3.999	6.534	0.872	1.424	0.005	0	0.218	1	4.579	484	1.634	1
146	1.125	2.405	0.742	1.587	0.005	0	0.66	1	1.516	497	2.138	1
147	4.28	8.817	1.314	2.707	0.005	0	0.307	1	3.254	473	2.06	1
148	4.785	7.45	1.354	2.108	0.005	0	0.283	1	3.529	491	1.557	1
149	3.505	7.143	0.743	1.514	0.005	0	0.212	1	4.719	457	2.038	1
150	2.397	6.712	0.4	1.121	0.005	0	0.167	1	6.006	452	2.8	1
151	3.7	6.904	0.474	0.884	0.005	0	0.128	1	7.841	466	1.866	1
152	3.116	5.447	0.358	0.626	0.005	0	0.115	1	8.7	473	1.748	1
153	2.561	7.365	0.335	0.965	0.005	0	0.131	1	7.659	468	2.876	1
154	4.123	9.644	1.138	2.662	0.005	0	0.276	1	3.623	475	2.339	1
155	4.132	9.037	0.599	1.31	0.005	0	0.145	1	6.893	451	2.187	1
156	3.51	7.49	0.87	1.858	0.005	0	0.248	1	4.032	477	2.134	1
157	1.247	2.222	0.231	0.411	0.005	0	0.185	1	5.402	482	1.782	1
158	2.74	5.138	0.279	0.524	0.005	0	0.102	1	9.819	476	1.875	1
159	4.184	7.548	1.523	2.747	0.005	0	0.364	1	2.744	482	1.804	1
160	4.94	10.339	2.287	4.787	0.005	0	0.463	1	2.16	480	2.093	1
161	3.866	11.064	0.456	1.306	0.005	0	0.118	1	8.451	482	2.862	1
162	1.117	2.263	0.315	0.638	0.005	0	0.282	1	3.551	482	2.026	1
163	2.087	3.316	0.242	0.385	0.005	0	0.116	1	8.63	456	1.589	1
164	2.696	7.206	2.081	5.563	0.005	0	0.772	1	1.295	482	2.673	1
165	3.561	9.39	1.275	3.362	0.005	0	0.358	1	2.792	469	2.637	1
166	2.548	4.874	1.521	2.91	0.005	0	0.597	1	1.674	487	1.913	1
167	3.317	7.719	1.881	4.377	0.005	0	0.567	1	1.763	474	2.327	1
168	4.85	10.335	0.606	1.292	0.005	0	0.125	1	8.011	460	2.131	1
169	2.229	3.45	0.29	0.449	0.005	0	0.13	1	7.665	459	1.548	1
170	2.5	7.158	0.305	0.873	0.005	0	0.122	1	8.167	452	2.863	1
171	4.835	8.379	0.638	1.106	0.005	0	0.132	1	7.585	488	1.733	1
172	4.749	13.387	0.769	2.169	0.005	0	0.162	1	6.154	472	2.819	1
173	2.146	3.238	0.923	1.392	0.005	0	0.43	1	2.324	462	1.509	1
174	3.031	7.49	0.343	0.846	0.005	0	0.113	1	8.867	471	2.471	1
175	1.009	2.888	0.114	0.326	0.005	0	0.113	1	8.839	494	2.862	1
176	3.178	8.822	1.799	4.993	0.005	0	0.566	1	1.767	480	2.776	1
177	2.674	6.458	0.353	0.852	0.005	0	0.132	1	7.566	450	2.415	1
178	4.929	7.541	0.803	1.229	0.005	0	0.163	1	6.137	473	1.53	1
179	4.538	10.328	1.616	3.677	0.005	0	0.356	1	2.812	482	2.276	1
180	3.922	8.868	0.435	0.984	0.005	0	0.111	1	9.049	475	2.261	1
181	3.0	8.766	0.375	1.096	0.005	0	0.125	1	7.995	488	2.922	1
182	4.469	9.005	2.275	4.584	0.005	0	0.509	1	1.966	450	2.015	1
183	2.764	4.234	1.592	2.439	0.005	0	0.576	1	1.737	490	1.532	1
184	2.213	4.605	0.589	1.225	0.005	0	0.266	1	3.754	460	2.081	1
185	1.302	3.513	0.21	0.566	0.005	0	0.161	1	6.2	491	2.698	1
186	4.648	9.696	0.479	0.999	0.005	0	0.103	1	9.749	471	2.086	1
187	4.1	8.134	0.594	1.179	0.005	0	0.145	1	6.893	482	1.984	1
188	1.572	2.57	1.196	1.956	0.005	0	0.761	1	1.314	490	1.635	1
189	4.498	8.398	2.609	4.871	0.005	0	0.58	1	1.725	454	1.867	1
190	1.381	2.276	0.22	0.362	0.005	0	0.159	1	6.279	475	1.648	1
191	3.804	10.244	0.681	1.834	0.005	0	0.179	1	5.576	484	2.693	1
192	3.35	7.876	0.372	0.874	0.005	0	0.111	1	8.991	460	2.351	1
193	4.238	7.463	0.699	1.231	0.005	0	0.165	1	6.067	471	1.761	1
194	3.601	6.961	0.49	0.947	0.005	0	0.136	1	7.337	482	1.933	1
195	1.736	3.701	0.901	1.921	0.005	0	0.519	1	1.925	461	2.132	1
196	3.714	9.801	0.631	1.666	0.005	0	0.17	1	5.883	467	2.639	1
197	2.891	8.471	0.515	1.508	0.005	0	0.178	1	5.619	479	2.93	1
198	4.458	12.264	0.994	2.735	0.005	0	0.223	1	4.491	478	2.751	1
199	4.307	11.913	0.435	1.203	0.005	0	0.101	1	9.878	485	2.766	1
200	2.764	5.583	1.023	2.066	0.005	0	0.37	1	2.702	481	2.02	1
201	1.618	3.026	0.55	1.029	0.005	0	0.34	1	2.938	471	1.87	1
202	3.44	8.545	0.571	1.418	0.005	0	0.166	1	6.038	474	2.484	1
203	1.985	5.83	1.108	3.253	0.005	0	0.558	1	1.793	477	2.937	1
204	3.958	8.7	3.899	8.57	0.005	0	0.985	1	1.015	469	2.198	1
205	4.003	8.839	0.532	1.176	0.005	0	0.133	1	7.536	453	2.208	1
206	3.381	8.699	0.341	0.879	0.005	0	0.101	1	9.945	469	2.573	1
207	3.02	4.871	1.431	2.309	0.005	0	0.474	1	2.111	497	1.613	1
208	1.224	2.141	0.23	0.403	0.005	0	0.188	1	5.322	453	1.749	1
209	3.467	7.95	0.433	0.994	0.005	0	0.125	1	8.017	494	2.293	1
210	1.471	2.649	0.197	0.355	0.005	0	0.134	1	7.474	485	1.801	1
211	4.73	14.143	0.771	2.305	0.005	0	0.163	1	6.153	466	2.99	1
212	2.448	4.313	0.382	0.673	0.005	0	0.156	1	6.401	469	1.762	1
213	3.798	5.697	0.684	1.025	0.005	0	0.18	1	5.553	456	1.5	1
214	4.34	10.238	2.886	6.808	0.005	0	0.665	1	1.503	453	2.359	1
215	1.411	2.138	0.222	0.336	0.005	0	0.157	1	6.376	470	1.515	1
216	3.498	9.329	1.123	2.995	0.005	0	0.321	1	3.115	485	2.667	1
217	2.015	6.011	0.266	0.793	0.005	0	0.132	1	7.578	475	2.983	1
218	2.54	5.654	0.645	1.436	0.005	0	0.254	1	3.935	459	2.226	1
219	4.267	12.37	0.666	1.93	0.005	0	0.156	1	6.43	451	2.899	1
220	1.807	4.662	0.235	0.606	0.005	0	0.13	1	7.671	497	2.58	1
221	1.395	3.44	0.61	1.503	0.005	0	0.437	1	2.286	480	2.466	1
222	4.238	8.629	1.67	3.4	0.005	0	0.394	1	2.539	467	2.036	1
223	4.048	10.675	0.449	1.185	0.005	0	0.111	1	8.984	480	2.637	1
224	3.494	9.158	0.395	1.035	0.005	0	0.113	1	8.881	464	2.621	1
225	1.899	4.839	0.304	0.774	0.005	0	0.16	1	6.258	464	2.548	1
226	3.429	9.745	0.411	1.169	0.005	0	0.12	1	8.312	466	2.842	1
227	4.182	7.912	1.192	2.255	0.005	0	0.285	1	3.506	456	1.892	1
228	4.109	8.432	2.4	4.924	0.005	0	0.584	1	1.713	456	2.052	1
229	1.844	3.144	0.878	1.497	0.005	0	0.476	1	2.102	464	1.705	1
230	4.236	10.793	0.796	2.029	0.005	0	0.188	1	5.323	486	2.548	1
231	4.061	9.153	0.577	1.3	0.005	0	0.142	1	7.025	472	2.254	1
232	3.138	7.17	0.574	1.312	0.005	0	0.183	1	5.471	499	2.285	1
233	1.724	2.791	0.184	0.299	0.005	0	0.107	1	9.313	469	1.619	1
234	4.782	11.749	0.928	2.279	0.005	0	0.194	1	5.15	474	2.457	1
235	1.308	2.868	0.22	0.482	0.005	0	0.168	1	5.943	465	2.193	1
236	1.22	2.51	0.232	0.477	0.005	0	0.19	1	5.272	456	2.057	1
237	3.541	5.46	3.251	5.012	0.005	0	0.918	1	1.089	476	1.542	1
238	4.699	8.801	0.991	1.857	0.005	0	0.211	1	4.74	488	1.873	1
239	1.24	2.573	0.126	0.262	0.005	0	0.102	1	9.783	454	2.075	1
240	4.997	12.542	0.535	1.342	0.005	0	0.107	1	9.332	457	2.51	1
241	1.727	2.903	0.333	0.56	0.005	0	0.193	1	5.181	452	1.681	1
242	3.079	6.626	0.391	0.842	0.005	0	0.127	1	7.857	468	2.152	1
243	2.879	8.168	0.867	2.459	0.005	0	0.301	1	3.327	451	2.837	1
244	2.603	7.557	2.598	7.542	0.005	0	0.998	1	1.002	473	2.903	1
245	4.155	10.687	0.494	1.272	0.005	0	0.119	1	8.38	468	2.572	1
246	2.017	3.524	0.226	0.395	0.005	0	0.112	1	8.897	473	1.747	1
247	2.034	3.979	0.262	0.513	0.005	0	0.129	1	7.734	478	1.956	1
248	1.475	4.18	0.209	0.594	0.005	0	0.142	1	7.052	493	2.834	1
249	2.282	3.873	0.65	1.104	0.005	0	0.285	1	3.504	451	1.697	1
250	3.011	7.112	0.617	1.458	0.005	0	0.205	1	4.874	456	2.362	1
251	4.441	8.882	0.782	1.563	0.005	0	0.176	1	5.694	469	2.0	1
252	4.073	10.696	2.835	7.444	0.005	0	0.696	1	1.437	483	2.626	1
253	2.926	6.742	0.459	1.058	0.005	0	0.157	1	6.37	459	2.304	1
254	2.733	4.367	0.478	0.764	0.005	0	0.175	1	5.73	484	1.598	1
255	4.636	7.965	0.978	1.681	0.005	0	0.211	1	4.734	492	1.718	1
256	1.429	3.294	0.206	0.474	0.005	0	0.144	1	6.956	488	2.305	1
257	1.385	3.368	0.537	1.307	0.005	0	0.388	1	2.577	470	2.432	1
258	4.692	7.606	2.05	3.324	0.005	0	0.437	1	2.288	472	1.621	1
259	2.571	7.582	0.36	1.061	0.005	0	0.14	1	7.146	491	2.949	1
260	1.664	4.15	0.641	1.598	0.005	0	0.385	1	2.597	483	2.494	1
261	4.03	9.418	0.604	1.413	0.005	0	0.15	1	6.655	466	2.337	1
262	2.159	3.355	1.427	2.218	0.005	0	0.661	1	1.514	458	1.554	1
263	4.977	12.467	0.906	2.269	0.005	0	0.182	1	5.497	453	2.505	1
264	4.118	10.118	0.951	2.337	0.005	0	0.231	1	4.335	483	2.457	1
265	3.516	10.239	0.447	1.3	0.005	0	0.127	1	7.857	464	2.912	1
266	4.949	9.042	0.688	1.257	0.005	0	0.139	1	7.193	473	1.827	1
267	1.142	1.824	0.137	0.219	0.005	0	0.12	1	8.311	467	1.597	1
268	4.251	7.478	0.701	1.234	0.005	0	0.165	1	6.063	478	1.759	1
269	4.992	12.37	0.634	1.571	0.005	0	0.127	1	7.857	475	2.478	1
270	1.872	5.434	0.227	0.658	0.005	0	0.121	1	8.238	495	2.903	1
271	4.455	8.219	0.561	1.036	0.005	0	0.126	1	7.953	456	1.845	1
272	2.759	7.074	0.345	0.884	0.005	0	0.125	1	8.015	487	2.564	1
273	3.808	10.236	3.138	8.434	0.005	0	0.824	1	1.214	494	2.688	1
274	4.667	11.089	0.723	1.719	0.005	0	0.155	1	6.442	455	2.376	1
275	1.511	3.144	0.376	0.783	0.005	0	0.249	1	4.023	474	2.081	1
276	2.103	6.031	0.305	0.874	0.005	0	0.145	1	6.875	475	2.868	1
277	4.413	8.071	1.037	1.897	0.005	0	0.235	1	4.264	486	1.829	1
278	3.41	5.204	0.389	0.593	0.005	0	0.114	1	8.765	456	1.526	1
279	4.966	14.089	1.654	4.692	0.005	0	0.333	1	3.002	454	2.837	1
280	4.075	11.891	1.455	4.245	0.005	0	0.357	1	2.799	452	2.918	1
281	2.024	5.351	0.793	2.098	0.005	0	0.392	1	2.553	465	2.644	1
282	4.411	6.691	0.49	0.743	0.005	0	0.111	1	9.01	485	1.517	1
283	3.917	9.397	0.494	1.184	0.005	0	0.126	1	7.91	499	2.399	1
284	1.855	4.378	0.187	0.442	0.005	0	0.101	1	9.882	484	2.36	1
285	2.76	5.076	0.422	0.777	0.005	0	0.153	1	6.541	457	1.839	1
286	4.452	11.94	0.454	1.218	0.005	0	0.102	1	9.811	488	2.682	1
287	2.158	5.865	1.232	3.349	0.005	0	0.571	1	1.752	453	2.718	1
288	2.306	5.574	0.256	0.619	0.005	0	0.111	1	9.005	485	2.417	1
289	1.725	2.807	0.354	0.575	0.005	0	0.205	1	4.886	450	1.627	1
290	1.71	3.258	0.268	0.512	0.005	0	0.157	1	6.363	488	1.905	1
291	1.103	1.968	0.671	1.197	0.005	0	0.608	1	1.644	492	1.784	1
292	4.425	7.115	1.677	2.697	0.005	0	0.379	1	2.642	461	1.608	1
293	4.003	11.657	0.785	2.285	0.005	0	0.196	1	5.103	488	2.912	1
294	3.295	6.91	1.7	3.566	0.005	0	0.516	1	1.939	496	2.097	1
295	4.572	9.748	4.188	8.929	0.005	0	0.916	1	1.092	467	2.132	1
296	4.649	11.753	0.549	1.387	0.005	0	0.118	1	8.495	455	2.528	1
297	1.154	2.585	0.238	0.533	0.005	0	0.206	1	4.855	462	2.24	1
298	1.919	4.091	0.267	0.569	0.005	0	0.139	1	7.177	477	2.132	1
299	4.058	6.951	0.929	1.592	0.005	0	0.229	1	4.371	450	1.713	1
300	4.733	13.106	0.682	1.887	0.005	0	0.144	1	6.945	469	2.769	1
301	4.841	11.372	1.525	3.582	0.005	0	0.315	1	3.177	461	2.349	1
302	1.941	4.802	0.268	0.663	0.005	0	0.138	1	7.235	470	2.474	1
303	3.04	6.007	2.994	5.917	0.005	0	0.985	1	1.015	475	1.976	1
304	1.747	5.04	0.189	0.544	0.005	0	0.108	1	9.258	467	2.885	1
305	3.769	7.376	0.735	1.438	0.005	0	0.195	1	5.116	458	1.957	1
306	4.047	8.454	0.672	1.403	0.005	0	0.166	1	6.009	470	2.089	1
307	1.796	3.337	0.316	0.587	0.005	0	0.176	1	5.673	450	1.858	1
308	3.857	11.166	1.612	4.667	0.005	0	0.418	1	2.394	450	2.895	1
309	4.021	9.94	0.873	2.157	0.005	0	0.217	1	4.614	455	2.472	1
310	1.367	2.152	0.175	0.275	0.005	0	0.128	1	7.795	486	1.574	1
311	2.158	3.859	0.706	1.262	0.005	0	0.327	1	3.058	454	1.788	1
312	4.45	12.669	0.538	1.533	0.005	0	0.121	1	8.243	463	2.847	1
313	4.766	9.341	0.505	0.99	0.005	0	0.106	1	9.472	454	1.96	1
314	3.064	6.419	0.309	0.648	0.005	0	0.101	1	9.911	459	2.095	1
315	1.388	2.904	0.253	0.529	0.005	0	0.182	1	5.48	493	2.092	1
316	1.035	2.952	0.682	1.945	0.005	0	0.659	1	1.517	458	2.852	1
317	3.915	8.817	0.431	0.97	0.005	0	0.11	1	9.074	457	2.252	1
318	1.469	4.394	0.347	1.037	0.005	0	0.236	1	4.233	481	2.991	1
319	2.377	6.824	2.054	5.896	0.005	0	0.864	1	1.157	450	2.871	1
320	4.034	7.83	1.706	3.312	0.005	0	0.423	1	2.363	476	1.941	1
321	1.364	3.16	0.15	0.348	0.005	0	0.11	1	9.07	468	2.317	1
322	4.673	12.383	0.86	2.278	0.005	0	0.184	1	5.442	497	2.65	1
323	1.26	2.488	0.175	0.346	0.005	0	0.139	1	7.197	498	1.975	1
324	1.846	2.826	0.613	0.938	0.005	0	0.332	1	3.014	471	1.531	1
325	3.886	9.183	0.987	2.332	0.005	0	0.254	1	3.932	481	2.363	1
326	2.338	6.065	0.776	2.014	0.005	0	0.332	1	3.009	475	2.594	1
327	2.472	4.232	0.262	0.449	0.005	0	0.106	1	9.454	492	1.712	1
328	2.976	8.36	0.5	1.404	0.005	0	0.168	1	5.96	468	2.809	1
