index	R_nought_1	R_nought_2	tr_11	tr_22	tr_12	tr_21	removal_rate	sampling_proba	infectious_time	tree_size	proportion_t22_t11	fraction_1
184	4.837	13.031	0.508	1.368	0.05	0	0.105	1	9.49	450	2.694	1
185	2.999	6.244	0.324	0.674	0.05	0	0.108	1	9.219	450	2.082	1
186	3.658	10.316	0.435	1.228	0.05	0	0.119	1	8.389	450	2.82	1
187	2.084	5.093	0.356	0.871	0.05	0	0.171	1	5.854	450	2.444	1
188	2.85	8.276	1.969	5.719	0.05	0	0.691	1	1.447	450	2.904	1
189	3.56	9.388	1.218	3.211	0.05	0	0.342	1	2.925	450	2.637	1
190	1.694	2.59	0.269	0.412	0.05	0	0.159	1	6.297	450	1.529	1
191	4.673	10.883	0.715	1.665	0.05	0	0.153	1	6.544	450	2.329	1
192	3.622	6.867	0.739	1.401	0.05	0	0.204	1	4.905	450	1.896	1
193	1.339	2.595	0.244	0.472	0.05	0	0.182	1	5.482	450	1.938	1
194	1.305	2.889	0.471	1.043	0.05	0	0.361	1	2.768	450	2.214	1
195	1.582	3.634	0.174	0.4	0.05	0	0.11	1	9.07	450	2.297	1
196	1.25	3.389	0.216	0.586	0.05	0	0.173	1	5.782	450	2.711	1
197	1.557	3.41	0.237	0.518	0.05	0	0.152	1	6.574	450	2.19	1
198	3.265	7.421	1.055	2.397	0.05	0	0.323	1	3.098	450	2.273	1
199	4.435	7.003	1.193	1.884	0.05	0	0.269	1	3.719	450	1.579	1
200	1.455	3.56	0.146	0.356	0.05	0	0.1	1	9.968	450	2.447	1
201	3.124	5.764	0.565	1.043	0.05	0	0.181	1	5.54	450	1.845	1
202	2.772	8.186	1.68	4.961	0.05	0	0.606	1	1.649	450	2.953	1
203	2.56	6.001	1.336	3.133	0.05	0	0.522	1	1.917	450	2.344	1
204	3.85	11.211	2.333	6.794	0.05	0	0.606	1	1.65	450	2.912	1
205	1.933	4.788	0.261	0.646	0.05	0	0.135	1	7.431	450	2.477	1
206	3.831	8.317	0.958	2.079	0.05	0	0.25	1	4.006	450	2.171	1
207	4.298	11.983	0.507	1.414	0.05	0	0.118	1	8.448	450	2.788	1
208	2.882	7.07	1.052	2.581	0.05	0	0.365	1	2.742	450	2.453	1
209	4.913	12.607	0.491	1.261	0.05	0	0.1	1	9.961	450	2.566	1
210	3.095	7.193	1.216	2.827	0.05	0	0.393	1	2.547	450	2.324	1
211	3.243	6.551	0.762	1.539	0.05	0	0.235	1	4.252	450	2.02	1
212	2.343	6.87	0.56	1.642	0.05	0	0.239	1	4.179	450	2.932	1
213	4.743	11.587	0.674	1.645	0.05	0	0.142	1	7.036	450	2.443	1
214	2.904	4.704	0.392	0.635	0.05	0	0.135	1	7.405	450	1.62	1
215	4.648	9.831	1.59	3.362	0.05	0	0.342	1	2.92	450	2.115	1
216	4.568	7.793	0.653	1.114	0.05	0	0.143	1	6.973	450	1.706	1
217	2.034	5.386	0.238	0.63	0.05	0	0.117	1	8.521	450	2.648	1
218	2.355	5.023	0.327	0.698	0.05	0	0.139	1	7.203	450	2.133	1
219	3.169	7.602	0.355	0.851	0.05	0	0.112	1	8.931	450	2.399	1
220	4.724	9.991	0.572	1.209	0.05	0	0.121	1	8.28	450	2.115	1
221	3.624	7.281	0.529	1.063	0.05	0	0.146	1	6.827	450	2.009	1
222	3.005	7.413	1.926	4.752	0.05	0	0.641	1	1.56	450	2.467	1
223	2.931	7.125	0.469	1.14	0.05	0	0.16	1	6.264	450	2.431	1
224	1.381	2.585	0.215	0.403	0.05	0	0.156	1	6.427	450	1.872	1
225	2.386	7.115	0.329	0.982	0.05	0	0.138	1	7.258	450	2.982	1
226	3.647	8.782	0.438	1.054	0.05	0	0.12	1	8.367	450	2.408	1
227	3.146	7.522	0.547	1.309	0.05	0	0.174	1	5.738	450	2.391	1
228	3.776	10.388	1.042	2.867	0.05	0	0.276	1	3.624	450	2.751	1
229	3.581	6.399	0.816	1.459	0.05	0	0.228	1	4.386	450	1.787	1
230	3.523	7.444	3.502	7.399	0.05	0	0.994	1	1.006	450	2.113	1
231	1.159	2.884	0.301	0.75	0.05	0	0.26	1	3.842	450	2.488	1
232	3.302	6.267	0.938	1.78	0.05	0	0.284	1	3.525	450	1.898	1
233	4.682	10.844	0.646	1.496	0.05	0	0.138	1	7.246	450	2.316	1
234	1.094	3.268	0.352	1.052	0.05	0	0.322	1	3.105	450	2.987	1
235	4.533	9.628	0.548	1.165	0.05	0	0.121	1	8.245	450	2.124	1
236	2.229	3.847	0.392	0.677	0.05	0	0.176	1	5.697	450	1.726	1
237	2.66	7.937	0.511	1.524	0.05	0	0.192	1	5.21	450	2.984	1
238	2.801	5.199	0.303	0.561	0.05	0	0.108	1	9.221	450	1.856	1
239	2.294	6.224	0.271	0.734	0.05	0	0.118	1	8.478	450	2.713	1
240	1.791	5.251	0.347	1.019	0.05	0	0.194	1	5.152	450	2.932	1
241	2.064	3.232	0.817	1.28	0.05	0	0.396	1	2.524	450	1.566	1
242	4.865	14.274	0.676	1.984	0.05	0	0.139	1	7.203	450	2.934	1
243	1.704	3.381	0.843	1.674	0.05	0	0.495	1	2.02	450	1.984	1
244	1.085	1.88	0.307	0.532	0.05	0	0.283	1	3.539	450	1.733	1
245	2.776	6.327	0.48	1.095	0.05	0	0.173	1	5.766	450	2.279	1
246	1.245	3.566	0.126	0.36	0.05	0	0.101	1	9.935	450	2.864	1
247	3.096	4.907	0.328	0.52	0.05	0	0.106	1	9.415	450	1.585	1
248	1.199	2.921	0.131	0.318	0.05	0	0.109	1	9.152	450	2.436	1
249	2.413	6.667	0.251	0.693	0.05	0	0.104	1	9.624	450	2.763	1
250	3.361	7.179	0.928	1.981	0.05	0	0.276	1	3.623	450	2.136	1
251	1.175	2.017	0.29	0.498	0.05	0	0.247	1	4.053	450	1.717	1
252	3.852	6.013	0.489	0.764	0.05	0	0.127	1	7.864	450	1.561	1
253	2.315	5.324	0.317	0.729	0.05	0	0.137	1	7.322	450	2.3	1
254	2.699	6.151	0.48	1.095	0.05	0	0.178	1	5.608	450	2.279	1
255	4.724	7.469	0.482	0.762	0.05	0	0.102	1	9.849	450	1.581	1
256	3.758	7.204	2.518	4.827	0.05	0	0.67	1	1.493	450	1.917	1
257	1.315	3.011	0.313	0.717	0.05	0	0.238	1	4.196	450	2.29	1
258	4.183	11.587	0.941	2.607	0.05	0	0.225	1	4.444	450	2.77	1
259	4.899	9.832	0.603	1.209	0.05	0	0.123	1	8.12	450	2.007	1
260	1.214	1.868	0.488	0.751	0.05	0	0.402	1	2.485	450	1.539	1
261	4.612	12.831	0.932	2.592	0.05	0	0.202	1	4.956	450	2.782	1
262	3.009	8.04	1.312	3.505	0.05	0	0.436	1	2.295	450	2.672	1
263	3.469	10.216	1.8	5.302	0.05	0	0.519	1	1.926	450	2.945	1
264	3.194	4.995	0.329	0.514	0.05	0	0.103	1	9.695	450	1.564	1
265	2.015	4.048	0.236	0.474	0.05	0	0.117	1	8.53	450	2.009	1
266	2.229	4.939	0.236	0.524	0.05	0	0.106	1	9.473	450	2.216	1
267	4.448	11.783	3.518	9.32	0.05	0	0.791	1	1.265	450	2.649	1
268	1.06	3.139	0.188	0.556	0.05	0	0.177	1	5.657	450	2.961	1
269	2.786	5.976	0.359	0.771	0.05	0	0.129	1	7.765	450	2.145	1
270	4.546	12.27	0.814	2.196	0.05	0	0.179	1	5.587	450	2.699	1
271	1.714	5.017	1.436	4.204	0.05	0	0.838	1	1.193	450	2.927	1
272	4.507	8.397	2.79	5.198	0.05	0	0.619	1	1.615	450	1.863	1
273	3.291	5.878	0.454	0.811	0.05	0	0.138	1	7.227	450	1.786	1
274	1.33	2.281	0.246	0.422	0.05	0	0.185	1	5.418	450	1.715	1
275	2.555	4.479	0.299	0.524	0.05	0	0.117	1	8.516	450	1.753	1
276	2.808	5.456	0.646	1.255	0.05	0	0.23	1	4.352	450	1.943	1
277	2.976	5.303	0.399	0.711	0.05	0	0.134	1	7.467	450	1.782	1
278	3.822	8.145	0.764	1.629	0.05	0	0.2	1	4.993	450	2.131	1
279	3.602	9.783	0.393	1.066	0.05	0	0.109	1	9.181	450	2.716	1
280	4.455	7.939	0.784	1.397	0.05	0	0.176	1	5.689	450	1.782	1
281	3.888	11.512	0.424	1.255	0.05	0	0.109	1	9.156	450	2.961	1
282	3.341	9.024	0.501	1.354	0.05	0	0.15	1	6.666	450	2.701	1
283	4.027	7.394	2.001	3.675	0.05	0	0.497	1	2.013	450	1.836	1
284	3.849	10.535	0.512	1.401	0.05	0	0.133	1	7.505	450	2.737	1
285	4.207	9.945	0.61	1.442	0.05	0	0.145	1	6.874	450	2.364	1
286	3.731	7.66	0.634	1.302	0.05	0	0.17	1	5.888	450	2.053	1
287	1.579	3.074	0.308	0.599	0.05	0	0.195	1	5.125	450	1.947	1
288	2.398	7.05	1.014	2.982	0.05	0	0.423	1	2.364	450	2.94	1
289	4.069	6.714	0.509	0.839	0.05	0	0.125	1	8.019	450	1.65	1
290	2.974	5.808	0.339	0.662	0.05	0	0.114	1	8.768	450	1.953	1
291	2.221	3.456	1.881	2.927	0.05	0	0.847	1	1.181	450	1.556	1
292	2.479	6.939	0.34	0.951	0.05	0	0.137	1	7.31	450	2.799	1
293	2.069	3.172	0.232	0.355	0.05	0	0.112	1	8.953	450	1.533	1
294	4.512	11.582	3.989	10.238	0.05	0	0.884	1	1.131	450	2.567	1
295	1.156	3.208	0.214	0.593	0.05	0	0.185	1	5.406	450	2.775	1
296	2.702	7.487	0.3	0.831	0.05	0	0.111	1	9.01	450	2.771	1
297	4.438	13.141	1.682	4.98	0.05	0	0.379	1	2.636	450	2.961	1
298	1.046	3.038	0.13	0.377	0.05	0	0.124	1	8.083	450	2.904	1
299	2.602	5.553	0.297	0.633	0.05	0	0.114	1	8.76	450	2.134	1
300	1.317	3.756	0.416	1.187	0.05	0	0.316	1	3.165	450	2.852	1
301	4.945	13.594	0.959	2.637	0.05	0	0.194	1	5.152	450	2.749	1
302	4.667	13.17	0.495	1.396	0.05	0	0.106	1	9.452	450	2.822	1
303	4.6	7.369	0.534	0.855	0.05	0	0.116	1	8.653	450	1.602	1
304	1.463	4.076	0.421	1.174	0.05	0	0.288	1	3.47	450	2.786	1
305	1.305	3.749	0.136	0.39	0.05	0	0.104	1	9.57	450	2.873	1
306	2.475	5.606	0.252	0.572	0.05	0	0.102	1	9.819	450	2.265	1
307	3.858	7.778	1.566	3.158	0.05	0	0.406	1	2.461	450	2.016	1
308	2.894	8.21	0.431	1.223	0.05	0	0.149	1	6.696	450	2.837	1
309	3.337	8.559	0.484	1.241	0.05	0	0.145	1	6.884	450	2.565	1
310	4.016	10.976	0.755	2.063	0.05	0	0.188	1	5.309	450	2.733	1
311	4.926	13.803	1.172	3.285	0.05	0	0.238	1	4.208	450	2.802	1
312	1.118	2.543	0.347	0.788	0.05	0	0.31	1	3.231	450	2.275	1
313	4.346	10.048	1.013	2.341	0.05	0	0.233	1	4.283	450	2.312	1
314	4.43	10.907	0.82	2.018	0.05	0	0.185	1	5.417	450	2.462	1
315	2.68	6.483	1.144	2.768	0.05	0	0.427	1	2.341	450	2.419	1
316	3.921	10.497	0.604	1.617	0.05	0	0.154	1	6.504	450	2.677	1
317	1.95	4.705	0.33	0.795	0.05	0	0.169	1	5.915	450	2.413	1
318	1.905	4.585	1.099	2.646	0.05	0	0.577	1	1.733	450	2.407	1
319	4.674	13.227	0.566	1.6	0.05	0	0.121	1	8.256	450	2.83	1
320	1.957	4.71	0.325	0.782	0.05	0	0.166	1	6.015	450	2.407	1
321	1.192	3.125	0.179	0.469	0.05	0	0.15	1	6.687	450	2.622	1
322	4.917	12.794	0.747	1.945	0.05	0	0.152	1	6.565	450	2.602	1
323	4.16	12.214	1.123	3.298	0.05	0	0.27	1	3.697	450	2.936	1
324	2.794	4.331	0.305	0.472	0.05	0	0.109	1	9.158	450	1.55	1
325	4.599	11.166	1.03	2.501	0.05	0	0.224	1	4.457	450	2.428	1
326	2.564	6.215	0.613	1.485	0.05	0	0.239	1	4.177	450	2.424	1
327	4.266	10.58	3.123	7.745	0.05	0	0.732	1	1.367	450	2.48	1
328	1.705	4.829	0.706	1.999	0.05	0	0.414	1	2.414	450	2.832	1
