index	R_nought_1	R_nought_2	tr_11	tr_22	tr_12	tr_21	removal_rate	sampling_proba	infectious_time	tree_size	proportion_t22_t11	fraction_1
61	1.53	3.27	1.239	2.649	0.005	0	0.81	1	1.234	487	2.137	1
62	2.0	5.706	0.792	2.26	0.005	0	0.396	1	2.527	478	2.853	1
63	1.552	2.395	0.357	0.551	0.005	0	0.23	1	4.342	456	1.543	1
64	1.451	3.276	0.218	0.491	0.005	0	0.15	1	6.655	460	2.258	1
65	1.389	3.124	0.275	0.619	0.005	0	0.198	1	5.053	493	2.249	1
66	1.163	2.941	0.18	0.456	0.005	0	0.155	1	6.455	454	2.529	1
67	2.545	7.154	0.265	0.744	0.005	0	0.104	1	9.637	469	2.811	1
68	2.908	6.845	0.457	1.075	0.005	0	0.157	1	6.383	453	2.354	1
69	4.939	8.465	0.519	0.889	0.005	0	0.105	1	9.549	453	1.714	1
70	1.563	4.317	0.263	0.725	0.005	0	0.168	1	5.959	473	2.762	1
71	1.371	3.811	0.152	0.423	0.005	0	0.111	1	8.985	481	2.78	1
72	4.854	11.917	0.655	1.609	0.005	0	0.135	1	7.41	461	2.455	1
73	4.282	12.542	2.038	5.97	0.005	0	0.476	1	2.103	458	2.929	1
74	3.711	7.003	1.236	2.332	0.005	0	0.333	1	3.003	454	1.887	1
75	2.448	7.337	0.443	1.328	0.005	0	0.181	1	5.53	477	2.997	1
76	4.34	8.22	0.838	1.586	0.005	0	0.193	1	5.182	453	1.894	1
77	3.772	6.631	1.358	2.387	0.005	0	0.36	1	2.775	482	1.758	1
78	1.21	3.093	0.138	0.353	0.005	0	0.114	1	8.764	469	2.556	1
79	2.155	6.45	0.526	1.574	0.005	0	0.244	1	4.106	496	2.993	1
80	4.21	10.967	1.532	3.992	0.005	0	0.364	1	2.744	477	2.605	1
81	1.484	2.891	0.306	0.596	0.005	0	0.206	1	4.857	476	1.948	1
82	2.205	5.909	1.067	2.86	0.005	0	0.484	1	2.066	493	2.68	1
83	4.982	11.937	0.653	1.564	0.005	0	0.131	1	7.644	489	2.396	1
84	3.161	8.004	0.405	1.025	0.005	0	0.128	1	7.791	455	2.532	1
85	2.672	4.585	0.342	0.587	0.005	0	0.128	1	7.833	470	1.716	1
86	3.271	6.28	0.376	0.722	0.005	0	0.115	1	8.694	492	1.92	1
87	1.374	2.784	0.283	0.574	0.005	0	0.206	1	4.855	471	2.026	1
88	2.469	5.864	2.118	5.031	0.005	0	0.858	1	1.166	451	2.375	1
89	4.047	9.794	1.777	4.3	0.005	0	0.439	1	2.278	467	2.42	1
90	1.201	2.828	0.876	2.062	0.005	0	0.729	1	1.372	494	2.355	1
91	1.943	4.376	0.884	1.991	0.005	0	0.455	1	2.197	477	2.252	1
92	1.333	3.778	0.309	0.876	0.005	0	0.232	1	4.304	463	2.834	1
93	1.669	4.65	0.264	0.735	0.005	0	0.158	1	6.312	495	2.786	1
94	4.164	11.863	1.103	3.144	0.005	0	0.265	1	3.773	494	2.849	1
95	2.333	6.92	1.313	3.896	0.005	0	0.563	1	1.777	465	2.966	1
96	3.239	7.602	0.343	0.806	0.005	0	0.106	1	9.429	452	2.347	1
97	3.632	5.571	0.363	0.557	0.005	0	0.1	1	9.99	466	1.534	1
98	3.103	8.716	0.391	1.098	0.005	0	0.126	1	7.924	477	2.809	1
99	2.549	3.964	0.602	0.936	0.005	0	0.236	1	4.235	487	1.555	1
100	3.879	9.224	0.442	1.052	0.005	0	0.114	1	8.799	469	2.378	1
101	2.067	3.983	0.279	0.538	0.005	0	0.135	1	7.415	463	1.927	1
102	3.368	5.924	0.515	0.906	0.005	0	0.153	1	6.524	450	1.759	1
103	2.692	7.002	0.315	0.819	0.005	0	0.117	1	8.526	491	2.601	1
104	1.317	2.036	0.27	0.417	0.005	0	0.205	1	4.882	491	1.546	1
105	4.112	6.522	1.192	1.891	0.005	0	0.29	1	3.443	476	1.586	1
106	1.803	5.176	0.227	0.652	0.005	0	0.126	1	7.932	462	2.871	1
107	4.258	10.164	0.907	2.165	0.005	0	0.213	1	4.704	475	2.387	1
108	1.383	3.413	0.169	0.416	0.005	0	0.122	1	8.175	457	2.468	1
109	1.46	3.581	0.369	0.906	0.005	0	0.253	1	3.96	470	2.453	1
110	1.426	2.478	0.154	0.268	0.005	0	0.108	1	9.27	470	1.738	1
111	3.438	8.836	0.499	1.281	0.005	0	0.145	1	6.911	455	2.57	1
112	1.709	4.609	0.219	0.59	0.005	0	0.128	1	7.79	478	2.697	1
113	3.087	8.573	0.364	1.012	0.005	0	0.118	1	8.462	486	2.777	1
114	1.807	4.407	0.567	1.384	0.005	0	0.314	1	3.183	471	2.439	1
115	2.055	3.358	0.368	0.601	0.005	0	0.179	1	5.6	488	1.634	1
116	1.912	2.872	0.337	0.505	0.005	0	0.176	1	5.681	492	1.502	1
117	1.871	3.645	0.339	0.66	0.005	0	0.181	1	5.526	494	1.948	1
118	2.865	7.939	0.35	0.969	0.005	0	0.122	1	8.194	477	2.771	1
119	1.633	3.344	0.183	0.375	0.005	0	0.112	1	8.956	466	2.048	1
120	4.789	9.76	0.608	1.24	0.005	0	0.127	1	7.857	457	2.038	1
121	4.77	7.704	0.582	0.94	0.005	0	0.122	1	8.225	460	1.615	1
122	2.31	3.555	0.638	0.981	0.005	0	0.276	1	3.629	467	1.539	1
123	1.195	2.39	0.355	0.71	0.005	0	0.297	1	3.366	492	2.0	1
124	4.957	9.24	1.894	3.53	0.005	0	0.382	1	2.621	450	1.864	1
125	2.76	6.238	0.867	1.959	0.005	0	0.314	1	3.188	484	2.26	1
126	2.263	5.433	0.634	1.521	0.005	0	0.28	1	3.576	457	2.401	1
127	2.396	6.457	0.74	1.995	0.005	0	0.309	1	3.238	474	2.695	1
128	1.033	2.281	0.128	0.283	0.005	0	0.124	1	8.042	477	2.208	1
129	4.792	14.342	1.117	3.342	0.005	0	0.233	1	4.296	455	2.993	1
130	2.575	7.197	0.327	0.914	0.005	0	0.127	1	7.869	458	2.795	1
131	4.768	8.134	4.425	7.548	0.005	0	0.928	1	1.078	489	1.706	1
132	4.734	8.275	1.16	2.027	0.005	0	0.245	1	4.082	451	1.748	1
133	1.802	4.723	1.256	3.292	0.005	0	0.697	1	1.434	469	2.621	1
134	3.998	9.243	1.259	2.912	0.005	0	0.315	1	3.173	489	2.312	1
135	2.482	5.669	0.598	1.366	0.005	0	0.241	1	4.152	469	2.284	1
136	2.875	6.814	0.512	1.213	0.005	0	0.178	1	5.615	476	2.37	1
137	4.148	10.619	1.249	3.196	0.005	0	0.301	1	3.32	451	2.56	1
138	4.223	10.976	1.187	3.084	0.005	0	0.281	1	3.561	454	2.599	1
139	1.152	3.131	0.124	0.338	0.005	0	0.108	1	9.286	463	2.718	1
140	1.83	5.289	0.188	0.545	0.005	0	0.103	1	9.683	488	2.89	1
141	4.274	11.963	0.504	1.412	0.005	0	0.118	1	8.439	467	2.799	1
142	2.05	5.227	0.902	2.3	0.005	0	0.44	1	2.274	454	2.55	1
143	2.61	4.134	0.277	0.438	0.005	0	0.106	1	9.437	496	1.584	1
144	1.941	3.222	0.524	0.87	0.005	0	0.27	1	3.71	497	1.66	1
145	2.317	3.552	0.294	0.451	0.005	0	0.127	1	7.894	468	1.533	1
146	4.861	8.614	0.52	0.922	0.005	0	0.107	1	9.344	498	1.772	1
147	2.008	3.139	0.444	0.694	0.005	0	0.221	1	4.53	496	1.563	1
148	2.486	5.648	0.296	0.672	0.005	0	0.119	1	8.403	465	2.272	1
149	1.196	3.534	0.647	1.912	0.005	0	0.541	1	1.85	494	2.955	1
150	4.131	10.208	0.872	2.154	0.005	0	0.211	1	4.739	483	2.471	1
151	1.153	1.813	0.438	0.689	0.005	0	0.38	1	2.633	492	1.572	1
152	2.949	6.824	0.607	1.406	0.005	0	0.206	1	4.856	492	2.314	1
153	2.621	5.137	0.32	0.627	0.005	0	0.122	1	8.17	494	1.96	1
154	3.811	6.909	1.037	1.879	0.005	0	0.272	1	3.671	463	1.813	1
155	4.023	7.105	3.416	6.032	0.005	0	0.849	1	1.178	483	1.766	1
156	3.83	8.426	0.739	1.626	0.005	0	0.193	1	5.189	470	2.2	1
157	2.673	7.966	0.826	2.461	0.005	0	0.309	1	3.237	484	2.98	1
158	1.151	2.494	1.013	2.195	0.005	0	0.88	1	1.136	493	2.167	1
159	2.563	5.598	1.515	3.308	0.005	0	0.591	1	1.692	491	2.184	1
160	1.042	2.451	0.224	0.527	0.005	0	0.215	1	4.646	482	2.352	1
161	4.543	7.923	2.267	3.954	0.005	0	0.499	1	2.004	473	1.744	1
162	4.432	7.721	0.904	1.575	0.005	0	0.204	1	4.891	493	1.742	1
163	4.701	11.503	3.065	7.5	0.005	0	0.652	1	1.533	499	2.447	1
164	2.323	4.518	1.25	2.431	0.005	0	0.538	1	1.859	479	1.945	1
165	2.985	8.34	0.325	0.909	0.005	0	0.109	1	9.183	488	2.794	1
166	4.525	13.462	0.57	1.696	0.005	0	0.126	1	7.926	493	2.975	1
167	4.649	13.817	0.679	2.017	0.005	0	0.146	1	6.839	492	2.972	1
168	2.548	6.311	0.749	1.855	0.005	0	0.294	1	3.4	493	2.477	1
169	1.984	4.797	1.23	2.974	0.005	0	0.62	1	1.612	478	2.418	1
170	2.365	5.924	0.248	0.622	0.005	0	0.105	1	9.491	453	2.505	1
171	3.971	8.633	0.735	1.597	0.005	0	0.185	1	5.42	478	2.174	1
172	2.127	4.884	0.296	0.679	0.005	0	0.139	1	7.212	487	2.296	1
173	1.093	2.268	0.165	0.342	0.005	0	0.151	1	6.608	496	2.075	1
174	4.72	8.93	0.486	0.92	0.005	0	0.103	1	9.725	472	1.892	1
175	2.983	7.455	0.364	0.91	0.005	0	0.122	1	8.164	471	2.499	1
176	3.452	8.109	2.648	6.22	0.005	0	0.767	1	1.303	460	2.349	1
177	1.8	4.982	0.18	0.498	0.005	0	0.1	1	9.981	487	2.768	1
178	3.834	7.783	1.863	3.783	0.005	0	0.486	1	2.056	464	2.03	1
179	4.049	6.231	0.425	0.654	0.005	0	0.105	1	9.518	463	1.539	1
180	2.674	5.468	0.334	0.684	0.005	0	0.125	1	8.019	473	2.045	1
181	2.894	5.363	0.414	0.767	0.005	0	0.143	1	6.989	458	1.853	1
182	4.254	11.72	0.727	2.004	0.005	0	0.171	1	5.856	471	2.755	1
183	2.849	4.581	0.627	1.008	0.005	0	0.22	1	4.539	455	1.608	1
184	4.011	7.148	0.726	1.294	0.005	0	0.181	1	5.536	455	1.782	1
185	4.398	12.609	1.926	5.523	0.005	0	0.438	1	2.285	483	2.867	1
186	1.866	5.174	0.203	0.564	0.005	0	0.109	1	9.177	464	2.773	1
187	1.992	5.004	0.717	1.801	0.005	0	0.36	1	2.778	493	2.512	1
188	4.878	8.961	4.629	8.504	0.005	0	0.949	1	1.054	470	1.837	1
189	4.504	8.981	1.806	3.601	0.005	0	0.401	1	2.493	482	1.994	1
190	1.212	2.963	0.127	0.311	0.005	0	0.105	1	9.509	471	2.445	1
191	2.787	8.255	0.471	1.395	0.005	0	0.169	1	5.908	481	2.962	1
192	3.59	8.031	0.574	1.285	0.005	0	0.16	1	6.25	475	2.237	1
193	3.272	7.938	0.546	1.326	0.005	0	0.167	1	5.973	474	2.426	1
194	3.408	6.731	0.474	0.936	0.005	0	0.139	1	7.201	473	1.975	1
195	2.912	5.911	0.399	0.81	0.005	0	0.137	1	7.273	475	2.03	1
196	3.297	8.196	0.353	0.877	0.005	0	0.107	1	9.356	459	2.486	1
197	1.316	3.814	0.307	0.889	0.005	0	0.233	1	4.292	459	2.898	1
198	3.557	9.366	0.825	2.173	0.005	0	0.232	1	4.313	470	2.633	1
199	2.12	3.61	0.335	0.57	0.005	0	0.158	1	6.348	454	1.703	1
200	2.208	4.197	0.232	0.441	0.005	0	0.105	1	9.49	474	1.901	1
201	3.033	5.001	0.652	1.075	0.005	0	0.215	1	4.661	465	1.649	1
202	2.392	6.279	0.294	0.772	0.005	0	0.123	1	8.142	488	2.625	1
203	4.439	12.083	2.37	6.452	0.005	0	0.534	1	1.873	486	2.722	1
204	1.93	3.617	0.324	0.608	0.005	0	0.168	1	5.954	451	1.874	1
205	1.54	3.932	0.641	1.636	0.005	0	0.416	1	2.405	484	2.553	1
206	2.127	3.529	0.228	0.378	0.005	0	0.107	1	9.321	478	1.659	1
207	1.415	4.164	0.219	0.645	0.005	0	0.155	1	6.467	452	2.943	1
208	1.405	2.818	0.875	1.756	0.005	0	0.623	1	1.604	456	2.006	1
209	2.883	7.058	0.36	0.882	0.005	0	0.125	1	7.999	474	2.448	1
210	3.696	10.304	1.43	3.988	0.005	0	0.387	1	2.584	455	2.788	1
211	2.886	8.061	0.502	1.403	0.005	0	0.174	1	5.755	489	2.793	1
212	3.094	7.559	0.319	0.779	0.005	0	0.103	1	9.751	462	2.443	1
213	2.477	5.509	0.934	2.077	0.005	0	0.377	1	2.652	455	2.224	1
214	1.423	4.094	0.376	1.081	0.005	0	0.264	1	3.783	474	2.877	1
215	1.795	2.946	1.705	2.799	0.005	0	0.95	1	1.053	476	1.641	1
216	2.678	6.794	0.603	1.529	0.005	0	0.225	1	4.441	462	2.537	1
217	2.377	4.355	0.475	0.871	0.005	0	0.2	1	4.992	468	1.832	1
218	2.456	5.02	0.577	1.18	0.005	0	0.235	1	4.254	465	2.044	1
219	4.586	10.685	1.169	2.725	0.005	0	0.255	1	3.923	494	2.33	1
220	4.057	11.238	0.422	1.169	0.005	0	0.104	1	9.574	489	2.77	1
221	4.573	7.212	2.25	3.548	0.005	0	0.492	1	2.034	458	1.577	1
222	2.732	4.767	0.852	1.487	0.005	0	0.312	1	3.202	475	1.745	1
223	2.293	3.864	0.275	0.464	0.005	0	0.12	1	8.305	476	1.685	1
224	4.062	10.711	0.561	1.478	0.005	0	0.138	1	7.241	491	2.637	1
225	1.001	1.684	0.106	0.179	0.005	0	0.106	1	9.398	475	1.682	1
226	4.499	9.781	0.616	1.34	0.005	0	0.137	1	7.305	499	2.174	1
227	2.636	6.466	0.348	0.854	0.005	0	0.132	1	7.572	480	2.453	1
228	1.241	3.024	0.563	1.373	0.005	0	0.454	1	2.205	462	2.437	1
229	4.023	11.369	0.624	1.762	0.005	0	0.155	1	6.461	489	2.826	1
230	1.739	3.414	0.417	0.819	0.005	0	0.24	1	4.16	488	1.963	1
231	1.588	3.139	0.537	1.061	0.005	0	0.338	1	2.962	471	1.977	1
232	4.885	14.567	0.728	2.17	0.005	0	0.149	1	6.693	480	2.982	1
233	4.307	7.753	1.193	2.148	0.005	0	0.277	1	3.604	478	1.8	1
234	2.463	4.347	0.347	0.613	0.005	0	0.141	1	7.072	483	1.765	1
235	4.125	8.753	0.903	1.917	0.005	0	0.219	1	4.567	486	2.122	1
236	1.16	2.865	0.121	0.298	0.005	0	0.104	1	9.617	476	2.47	1
237	1.456	3.452	0.197	0.466	0.005	0	0.135	1	7.42	490	2.371	1
238	4.045	8.122	1.116	2.242	0.005	0	0.276	1	3.624	484	2.008	1
239	2.622	5.344	0.354	0.721	0.005	0	0.135	1	7.383	477	2.038	1
240	4.028	9.712	0.886	2.137	0.005	0	0.22	1	4.536	473	2.411	1
241	1.972	4.183	0.205	0.435	0.005	0	0.104	1	9.581	476	2.121	1
242	1.655	4.396	0.498	1.323	0.005	0	0.301	1	3.324	479	2.656	1
243	2.083	3.458	0.454	0.754	0.005	0	0.218	1	4.584	474	1.66	1
244	2.895	5.602	0.979	1.893	0.005	0	0.338	1	2.958	458	1.935	1
245	2.977	8.401	0.307	0.865	0.005	0	0.103	1	9.737	490	2.822	1
246	3.569	5.489	1.039	1.597	0.005	0	0.291	1	3.431	458	1.538	1
247	2.779	7.009	0.311	0.785	0.005	0	0.112	1	8.928	455	2.522	1
248	3.127	7.239	0.919	2.128	0.005	0	0.294	1	3.406	476	2.315	1
249	1.664	3.28	0.413	0.813	0.005	0	0.248	1	4.035	460	1.971	1
250	3.31	6.329	1.615	3.089	0.005	0	0.488	1	2.048	452	1.912	1
251	4.863	13.471	0.914	2.533	0.005	0	0.188	1	5.312	476	2.77	1
252	2.339	3.841	0.454	0.745	0.005	0	0.194	1	5.157	451	1.642	1
253	4.534	13.457	1.696	5.033	0.005	0	0.374	1	2.677	494	2.968	1
254	1.942	5.049	0.307	0.798	0.005	0	0.158	1	6.347	489	2.6	1
255	2.489	4.697	0.363	0.686	0.005	0	0.146	1	6.844	460	1.887	1
256	2.08	5.591	0.27	0.727	0.005	0	0.13	1	7.72	479	2.688	1
257	1.641	4.032	0.348	0.855	0.005	0	0.212	1	4.718	474	2.457	1
258	3.862	7.766	1.56	3.137	0.005	0	0.404	1	2.474	469	2.011	1
259	2.57	5.472	0.352	0.75	0.005	0	0.137	1	7.313	461	2.129	1
260	2.016	4.117	0.258	0.527	0.005	0	0.128	1	7.82	469	2.042	1
261	3.59	6.792	0.585	1.107	0.005	0	0.163	1	6.133	488	1.892	1
262	3.942	8.093	0.903	1.853	0.005	0	0.229	1	4.363	477	2.053	1
263	4.919	9.749	2.346	4.65	0.005	0	0.477	1	2.097	480	1.982	1
264	4.518	7.382	0.461	0.753	0.005	0	0.102	1	9.81	450	1.634	1
265	2.478	6.029	0.867	2.11	0.005	0	0.35	1	2.857	459	2.433	1
266	1.065	2.639	0.288	0.713	0.005	0	0.27	1	3.704	497	2.478	1
267	3.405	7.957	1.015	2.371	0.005	0	0.298	1	3.352	470	2.337	1
268	4.531	7.077	0.598	0.934	0.005	0	0.132	1	7.601	487	1.562	1
269	2.021	4.555	0.489	1.102	0.005	0	0.242	1	4.133	464	2.254	1
270	4.573	10.683	0.613	1.432	0.005	0	0.134	1	7.483	493	2.336	1
271	4.244	6.455	0.497	0.755	0.005	0	0.117	1	8.578	471	1.521	1
272	4.157	8.48	0.424	0.865	0.005	0	0.102	1	9.773	473	2.04	1
273	2.944	7.016	2.055	4.897	0.005	0	0.698	1	1.433	473	2.383	1
274	3.844	8.149	0.584	1.239	0.005	0	0.152	1	6.592	495	2.12	1
275	4.648	11.127	0.469	1.124	0.005	0	0.101	1	9.884	453	2.394	1
276	4.589	10.711	1.101	2.571	0.005	0	0.24	1	4.169	458	2.334	1
277	3.207	7.366	0.369	0.847	0.005	0	0.115	1	8.661	485	2.297	1
278	1.191	3.397	0.133	0.38	0.005	0	0.112	1	8.942	451	2.852	1
279	1.778	4.585	0.772	1.99	0.005	0	0.434	1	2.306	461	2.579	1
280	4.302	7.434	3.549	6.133	0.005	0	0.825	1	1.212	457	1.728	1
281	1.901	3.804	0.221	0.441	0.005	0	0.116	1	8.619	456	2.001	1
282	4.821	10.765	4.353	9.721	0.005	0	0.903	1	1.107	453	2.233	1
283	3.952	6.446	0.865	1.412	0.005	0	0.219	1	4.57	458	1.631	1
284	3.779	7.807	0.382	0.789	0.005	0	0.101	1	9.909	454	2.066	1
285	2.699	6.31	0.337	0.789	0.005	0	0.125	1	8.03	464	2.338	1
286	1.817	4.428	0.698	1.7	0.005	0	0.384	1	2.604	471	2.437	1
287	2.059	6.156	1.205	3.601	0.005	0	0.585	1	1.709	492	2.99	1
288	1.164	3.267	0.133	0.372	0.005	0	0.114	1	8.806	483	2.807	1
289	3.832	7.844	0.406	0.831	0.005	0	0.106	1	9.431	456	2.047	1
290	4.52	13.406	1.324	3.928	0.005	0	0.293	1	3.418	468	2.966	1
291	3.635	8.684	0.429	1.025	0.005	0	0.118	1	8.491	469	2.389	1
292	4.91	10.154	0.746	1.543	0.005	0	0.152	1	6.565	496	2.068	1
293	2.82	8.082	1.184	3.394	0.005	0	0.42	1	2.383	492	2.866	1
294	1.743	4.131	0.361	0.855	0.005	0	0.207	1	4.82	450	2.37	1
295	3.986	11.874	2.356	7.018	0.005	0	0.591	1	1.691	495	2.979	1
296	2.575	4.164	0.376	0.608	0.005	0	0.146	1	6.87	458	1.617	1
297	4.442	12.495	1.071	3.011	0.005	0	0.241	1	4.144	483	2.813	1
298	2.807	6.363	0.814	1.845	0.005	0	0.29	1	3.447	456	2.267	1
299	1.912	3.883	0.206	0.419	0.005	0	0.108	1	9.233	485	2.031	1
300	3.417	5.679	1.961	3.26	0.005	0	0.574	1	1.742	491	1.662	1
301	3.077	6.48	1.138	2.398	0.005	0	0.37	1	2.702	479	2.106	1
302	4.238	9.209	0.458	0.995	0.005	0	0.108	1	9.26	472	2.173	1
303	4.383	6.982	0.508	0.81	0.005	0	0.116	1	8.648	466	1.593	1
304	3.102	5.568	2.373	4.26	0.005	0	0.765	1	1.307	466	1.795	1
305	2.674	5.848	0.286	0.626	0.005	0	0.107	1	9.348	480	2.187	1
306	4.092	10.967	0.466	1.25	0.005	0	0.114	1	8.782	477	2.68	1
307	4.071	8.284	0.594	1.209	0.005	0	0.146	1	6.858	468	2.035	1
308	1.823	5.159	0.567	1.604	0.005	0	0.311	1	3.213	465	2.83	1
309	1.411	4.186	0.165	0.49	0.005	0	0.117	1	8.525	459	2.967	1
310	3.694	11.067	1.297	3.885	0.005	0	0.351	1	2.852	466	2.996	1
311	1.323	3.302	0.25	0.624	0.005	0	0.189	1	5.285	493	2.496	1
312	4.666	8.175	0.784	1.373	0.005	0	0.168	1	5.945	454	1.752	1
313	1.613	4.397	0.2	0.545	0.005	0	0.124	1	8.097	491	2.726	1
314	2.965	6.422	0.75	1.625	0.005	0	0.253	1	3.949	455	2.166	1
315	4.853	13.899	0.67	1.918	0.005	0	0.138	1	7.257	455	2.864	1
316	2.269	5.269	0.506	1.175	0.005	0	0.223	1	4.493	484	2.322	1
317	1.502	2.387	0.508	0.807	0.005	0	0.338	1	2.958	480	1.589	1
318	2.314	5.019	0.238	0.517	0.005	0	0.103	1	9.693	455	2.169	1
319	4.541	12.937	1.022	2.911	0.005	0	0.225	1	4.437	460	2.849	1
320	1.631	3.797	1.517	3.531	0.005	0	0.93	1	1.075	498	2.328	1
321	1.961	4.22	0.947	2.038	0.005	0	0.483	1	2.069	488	2.152	1
322	4.798	13.598	0.633	1.795	0.005	0	0.132	1	7.596	454	2.834	1
323	1.781	3.872	0.435	0.945	0.005	0	0.244	1	4.093	491	2.174	1
324	4.438	11.672	0.737	1.938	0.005	0	0.166	1	6.035	462	2.63	1
325	3.492	8.294	0.765	1.816	0.005	0	0.219	1	4.575	473	2.375	1
326	1.796	2.94	0.282	0.462	0.005	0	0.157	1	6.379	492	1.637	1
327	2.876	5.519	0.569	1.093	0.005	0	0.198	1	5.048	468	1.919	1
328	3.052	6.595	0.449	0.969	0.005	0	0.147	1	6.804	450	2.161	1
