index	R_nought_1	R_nought_2	tr_11	tr_22	tr_12	tr_21	removal_rate	sampling_proba	infectious_time	tree_size	proportion_t22_t11	fraction_1
184	2.229	4.679	0.586	1.231	0.005	0	0.263	1	3.798	474	2.099	1
185	4.131	7.911	0.582	1.115	0.005	0	0.141	1	7.107	470	1.915	1
186	1.349	2.513	1.112	2.071	0.005	0	0.824	1	1.213	482	1.863	1
187	1.007	1.844	0.559	1.023	0.005	0	0.555	1	1.803	476	1.831	1
188	4.964	13.755	1.008	2.792	0.005	0	0.203	1	4.931	459	2.771	1
189	3.65	9.793	0.712	1.91	0.005	0	0.195	1	5.135	473	2.683	1
190	2.866	8.162	2.307	6.57	0.005	0	0.805	1	1.243	499	2.848	1
191	1.164	3.116	0.142	0.38	0.005	0	0.122	1	8.184	488	2.677	1
192	4.416	10.25	0.45	1.045	0.005	0	0.102	1	9.841	487	2.321	1
193	3.635	6.772	0.447	0.833	0.005	0	0.123	1	8.163	454	1.863	1
194	3.766	9.449	0.52	1.304	0.005	0	0.138	1	7.246	486	2.509	1
195	1.828	3.879	0.344	0.729	0.005	0	0.188	1	5.31	481	2.122	1
196	2.443	4.434	0.357	0.647	0.005	0	0.146	1	6.842	475	1.815	1
197	1.204	2.365	0.332	0.653	0.005	0	0.276	1	3.627	489	1.964	1
198	3.027	8.412	0.739	2.053	0.005	0	0.244	1	4.096	477	2.779	1
199	4.216	10.207	0.59	1.429	0.005	0	0.14	1	7.122	471	2.421	1
200	1.465	3.091	0.179	0.377	0.005	0	0.122	1	8.178	457	2.11	1
201	3.188	5.4	2.238	3.791	0.005	0	0.702	1	1.425	456	1.694	1
202	2.645	4.163	1.537	2.419	0.005	0	0.581	1	1.721	450	1.574	1
203	2.731	6.792	0.62	1.542	0.005	0	0.227	1	4.403	493	2.487	1
204	4.141	11.388	0.65	1.788	0.005	0	0.157	1	6.378	459	2.75	1
205	4.367	9.241	0.454	0.961	0.005	0	0.104	1	9.632	456	2.116	1
206	2.569	7.388	0.262	0.754	0.005	0	0.102	1	9.764	497	2.876	1
207	1.35	2.805	0.149	0.309	0.005	0	0.11	1	9.057	488	2.078	1
208	4.406	12.698	1.207	3.479	0.005	0	0.274	1	3.644	460	2.882	1
209	4.055	7.287	0.491	0.882	0.005	0	0.121	1	8.273	479	1.797	1
210	1.646	2.839	0.459	0.792	0.005	0	0.279	1	3.588	475	1.725	1
211	4.729	7.595	4.365	7.01	0.005	0	0.923	1	1.083	497	1.606	1
212	3.085	6.793	1.635	3.6	0.005	0	0.53	1	1.888	496	2.202	1
213	1.603	2.683	0.333	0.558	0.005	0	0.208	1	4.803	499	1.674	1
214	4.126	6.515	0.586	0.925	0.005	0	0.142	1	7.043	491	1.579	1
215	1.736	4.059	0.679	1.587	0.005	0	0.391	1	2.555	480	2.338	1
216	3.902	11.445	0.398	1.167	0.005	0	0.102	1	9.821	485	2.933	1
217	4.369	9.122	0.481	1.003	0.005	0	0.11	1	9.097	488	2.088	1
218	1.031	2.254	0.12	0.261	0.005	0	0.116	1	8.619	498	2.186	1
219	2.215	4.831	0.261	0.57	0.005	0	0.118	1	8.453	460	2.181	1
220	1.038	2.706	0.11	0.287	0.005	0	0.106	1	9.44	487	2.607	1
221	1.771	5.007	0.328	0.926	0.005	0	0.185	1	5.415	474	2.827	1
222	2.298	5.331	0.326	0.757	0.005	0	0.142	1	7.067	482	2.32	1
223	3.737	8.561	0.785	1.798	0.005	0	0.21	1	4.77	479	2.291	1
224	3.928	8.457	0.448	0.964	0.005	0	0.114	1	8.751	467	2.153	1
225	4.216	8.306	0.586	1.155	0.005	0	0.139	1	7.214	487	1.97	1
226	4.951	10.402	0.743	1.56	0.005	0	0.15	1	6.688	460	2.101	1
227	4.966	7.494	0.586	0.884	0.005	0	0.118	1	8.494	477	1.509	1
228	3.316	5.498	1.82	3.018	0.005	0	0.549	1	1.823	458	1.658	1
229	1.992	3.719	0.319	0.595	0.005	0	0.16	1	6.268	456	1.867	1
230	1.018	2.91	0.242	0.693	0.005	0	0.238	1	4.206	457	2.859	1
231	2.858	5.453	2.461	4.695	0.005	0	0.861	1	1.161	458	1.908	1
232	3.189	6.633	0.405	0.842	0.005	0	0.127	1	7.896	485	2.08	1
233	1.213	2.451	0.197	0.397	0.005	0	0.162	1	6.17	456	2.021	1
234	2.002	4.456	1.754	3.903	0.005	0	0.876	1	1.141	491	2.226	1
235	4.516	10.942	2.073	5.022	0.005	0	0.459	1	2.179	491	2.423	1
236	1.836	5.029	0.325	0.89	0.005	0	0.177	1	5.647	475	2.739	1
237	2.232	4.48	0.272	0.547	0.005	0	0.122	1	8.19	460	2.007	1
238	1.395	3.561	0.205	0.523	0.005	0	0.147	1	6.79	477	2.553	1
239	1.471	2.758	0.293	0.549	0.005	0	0.199	1	5.031	461	1.875	1
240	3.794	11.234	0.736	2.179	0.005	0	0.194	1	5.164	486	2.961	1
241	4.939	14.18	0.494	1.418	0.005	0	0.1	1	9.998	499	2.871	1
242	1.571	3.791	0.265	0.641	0.005	0	0.169	1	5.922	490	2.413	1
243	1.137	2.799	0.169	0.417	0.005	0	0.149	1	6.702	456	2.462	1
244	1.031	2.225	0.182	0.394	0.005	0	0.177	1	5.651	495	2.158	1
245	4.158	6.848	0.615	1.014	0.005	0	0.148	1	6.745	465	1.647	1
246	3.046	8.489	0.426	1.188	0.005	0	0.14	1	7.156	460	2.787	1
247	1.075	3.135	0.256	0.746	0.005	0	0.238	1	4.2	458	2.916	1
248	1.221	2.181	0.162	0.29	0.005	0	0.133	1	7.501	468	1.786	1
249	2.746	7.395	0.277	0.747	0.005	0	0.101	1	9.873	485	2.693	1
250	4.427	7.123	0.841	1.353	0.005	0	0.19	1	5.254	476	1.609	1
251	2.845	5.118	0.316	0.568	0.005	0	0.111	1	9.041	467	1.799	1
252	4.215	8.565	0.489	0.994	0.005	0	0.116	1	8.619	480	2.032	1
253	1.005	2.399	0.793	1.893	0.005	0	0.789	1	1.267	457	2.387	1
254	3.911	8.428	0.532	1.146	0.005	0	0.136	1	7.35	479	2.155	1
255	3.203	9.071	0.525	1.488	0.005	0	0.164	1	6.091	457	2.832	1
256	3.767	10.028	0.606	1.615	0.005	0	0.161	1	6.222	460	2.662	1
257	4.735	13.286	4.181	11.732	0.005	0	0.883	1	1.132	462	2.806	1
258	3.057	5.649	0.336	0.621	0.005	0	0.11	1	9.069	494	1.848	1
259	1.915	5.575	0.264	0.769	0.005	0	0.138	1	7.237	498	2.911	1
260	4.224	11.781	2.061	5.749	0.005	0	0.488	1	2.048	497	2.789	1
261	4.361	12.834	0.837	2.464	0.005	0	0.192	1	5.217	480	2.943	1
262	3.805	6.872	2.945	5.319	0.005	0	0.774	1	1.292	466	1.806	1
263	4.023	11.305	0.483	1.357	0.005	0	0.12	1	8.326	475	2.81	1
264	1.523	4.153	0.207	0.565	0.005	0	0.136	1	7.369	489	2.727	1
265	1.115	2.31	0.726	1.504	0.005	0	0.651	1	1.537	485	2.072	1
266	3.527	7.908	0.448	1.004	0.005	0	0.127	1	7.853	478	2.242	1
267	4.523	11.525	0.728	1.856	0.005	0	0.161	1	6.216	475	2.548	1
268	1.567	4.395	0.191	0.536	0.005	0	0.122	1	8.185	475	2.805	1
269	1.523	3.083	0.839	1.699	0.005	0	0.551	1	1.815	456	2.024	1
270	1.557	4.185	1.188	3.193	0.005	0	0.763	1	1.311	483	2.688	1
271	2.687	7.379	0.468	1.284	0.005	0	0.174	1	5.754	469	2.746	1
272	2.787	8.124	0.304	0.886	0.005	0	0.109	1	9.201	463	2.915	1
273	3.838	7.377	0.507	0.974	0.005	0	0.132	1	7.564	471	1.922	1
274	1.324	2.616	0.207	0.408	0.005	0	0.156	1	6.407	496	1.976	1
275	3.551	7.407	0.597	1.244	0.005	0	0.168	1	5.956	473	2.086	1
276	2.392	5.81	0.631	1.534	0.005	0	0.264	1	3.794	459	2.429	1
277	2.256	6.337	0.726	2.041	0.005	0	0.322	1	3.109	482	2.809	1
278	2.463	7.069	0.271	0.778	0.005	0	0.11	1	9.1	453	2.87	1
279	3.836	10.027	0.733	1.915	0.005	0	0.191	1	5.233	496	2.614	1
280	4.041	6.773	0.477	0.799	0.005	0	0.118	1	8.49	450	1.676	1
281	4.956	9.411	0.942	1.788	0.005	0	0.19	1	5.256	482	1.899	1
282	1.218	2.387	0.361	0.707	0.005	0	0.296	1	3.376	456	1.96	1
283	4.042	11.75	0.776	2.256	0.005	0	0.192	1	5.202	467	2.907	1
284	3.086	8.625	0.401	1.121	0.005	0	0.13	1	7.685	454	2.795	1
285	4.732	8.12	1.827	3.134	0.005	0	0.386	1	2.594	472	1.716	1
286	1.233	3.254	0.301	0.794	0.005	0	0.244	1	4.099	463	2.639	1
287	4.851	8.994	1.499	2.779	0.005	0	0.309	1	3.233	451	1.854	1
288	2.434	4.286	0.862	1.517	0.005	0	0.354	1	2.821	467	1.761	1
289	4.618	11.125	0.49	1.179	0.005	0	0.106	1	9.449	478	2.409	1
290	1.515	3.66	1.248	3.016	0.005	0	0.824	1	1.214	450	2.416	1
291	2.829	5.658	2.26	4.521	0.005	0	0.799	1	1.252	489	2.0	1
292	4.153	9.186	2.816	6.228	0.005	0	0.678	1	1.475	457	2.212	1
293	3.429	7.444	2.548	5.531	0.005	0	0.743	1	1.346	471	2.171	1
294	3.069	9.186	0.448	1.341	0.005	0	0.146	1	6.844	487	2.993	1
295	3.816	5.758	2.789	4.209	0.005	0	0.731	1	1.368	491	1.509	1
296	1.126	2.269	0.282	0.567	0.005	0	0.25	1	4.008	489	2.015	1
297	1.249	3.34	0.131	0.351	0.005	0	0.105	1	9.504	457	2.674	1
298	2.554	7.09	0.406	1.127	0.005	0	0.159	1	6.299	491	2.776	1
299	2.753	6.07	0.347	0.765	0.005	0	0.126	1	7.919	486	2.205	1
300	3.583	8.055	0.412	0.926	0.005	0	0.115	1	8.725	460	2.248	1
301	4.423	12.092	2.119	5.792	0.005	0	0.479	1	2.087	450	2.734	1
302	4.981	14.002	0.907	2.548	0.005	0	0.182	1	5.5	494	2.811	1
303	1.187	2.982	0.176	0.441	0.005	0	0.148	1	6.779	455	2.512	1
304	3.007	6.312	0.355	0.745	0.005	0	0.118	1	8.465	498	2.099	1
305	4.377	13.131	0.56	1.681	0.005	0	0.128	1	7.812	478	3.0	1
306	2.402	5.678	0.245	0.579	0.005	0	0.102	1	9.832	487	2.364	1
307	1.828	3.649	0.34	0.679	0.005	0	0.186	1	5.372	450	1.996	1
308	3.884	8.556	0.614	1.352	0.005	0	0.158	1	6.347	479	2.203	1
309	2.153	4.263	0.222	0.439	0.005	0	0.103	1	9.749	472	1.98	1
310	3.356	5.94	0.524	0.927	0.005	0	0.156	1	6.424	478	1.77	1
311	1.036	2.026	0.131	0.255	0.005	0	0.126	1	7.966	498	1.956	1
312	4.463	11.698	1.834	4.808	0.005	0	0.411	1	2.435	464	2.621	1
313	2.545	6.739	0.652	1.725	0.005	0	0.256	1	3.905	457	2.648	1
314	2.255	4.386	0.262	0.509	0.005	0	0.116	1	8.626	489	1.945	1
315	3.007	8.32	0.34	0.94	0.005	0	0.113	1	8.834	483	2.767	1
316	4.44	8.716	0.817	1.604	0.005	0	0.184	1	5.434	480	1.963	1
317	2.994	6.266	1.754	3.672	0.005	0	0.586	1	1.707	481	2.093	1
318	1.013	2.048	0.154	0.311	0.005	0	0.152	1	6.574	495	2.022	1
319	4.11	8.487	0.699	1.443	0.005	0	0.17	1	5.879	474	2.065	1
320	1.28	3.557	0.155	0.43	0.005	0	0.121	1	8.288	460	2.779	1
321	1.416	4.213	0.157	0.468	0.005	0	0.111	1	9.002	477	2.975	1
322	4.751	9.516	2.252	4.511	0.005	0	0.474	1	2.111	450	2.003	1
323	3.422	7.162	1.458	3.051	0.005	0	0.426	1	2.345	488	2.093	1
324	3.091	5.239	0.318	0.54	0.005	0	0.103	1	9.726	463	1.695	1
325	1.851	3.328	1.135	2.04	0.005	0	0.613	1	1.631	460	1.798	1
326	4.572	10.991	0.585	1.407	0.005	0	0.128	1	7.824	461	2.404	1
327	1.902	2.935	0.24	0.37	0.005	0	0.126	1	7.911	456	1.543	1
328	2.926	7.587	0.316	0.819	0.005	0	0.108	1	9.26	482	2.593	1
